author,title
http://www.gra.fo/publication/M__Tamer__zsu,Data Management Issues in Electronic Commerce (Panel).
http://www.gra.fo/publication/Don_Coppersmith,Matrix Multiplication via Arithmetic Progressions
http://www.gra.fo/publication/Luis_Gravano,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper).
http://www.gra.fo/publication/Maurice_A__W__Houtsma,Set-Oriented Mining for Association Rules in Relational Databases.
http://www.gra.fo/publication/Kyuchul_Lee,Structured Modeling for Video Databases.
http://www.gra.fo/publication/John_D__Musa,A Logarithmic Poisson Execution Time Model for Software Reliability Measurement.
http://www.gra.fo/publication/T__H__Merrett,Join Scheduling in a Paging Environment Using the Consecutive Retrieval Property.
http://www.gra.fo/publication/Francesco_M__Malvestuto,Computational Issues Connected with the Protection of Sensitive Statistics by Auditing Sum Queries.
http://www.gra.fo/publication/Francesco_M__Malvestuto,Censoring Statistical Tables to Protect Sensitive Information: Easy and Hard Problems.
http://www.gra.fo/publication/Tim_Connors,Equivalence of Views by Query Capacity.
http://www.gra.fo/publication/Stefan_Benzschawel,LILOG-DB: Database Support for Knowledge Based Systems.
http://www.gra.fo/publication/,"""Active Database Modeling and Design Tools: Issues"
http://www.gra.fo/publication/Mary_F__Fernández,A Semi-monad for Semi-structured Data.
http://www.gra.fo/publication/Biswadeep_Nag,Memory Allocation Strategies for Complex Decision Support Queries.
http://www.gra.fo/publication/M__Sh__Tsalenko,Database Theory in Russia (1979-1991) (an overview).
http://www.gra.fo/publication/Jean_Yves_Lingat,Rapid Application Prototyping the PROQUEL Language.
http://www.gra.fo/publication/Katsumi_Tanaka,Schema Virtualization in Object-Oriented Databases.
http://www.gra.fo/publication/Jacques_Nicolas,Empirical Bias for Version Space.
http://www.gra.fo/publication/Lars_Arge,The Buffer Tree: A New Technique for Optimal I/O-Algorithms (Extended Abstract).
http://www.gra.fo/publication/Stephen_J__Hegner,Foundations of Canonical Update Support for Closed Database Views.
http://www.gra.fo/publication/Rajshekhar_Sunderraman,Uncertainty and Inconsistency in Relational Databases.
http://www.gra.fo/publication/Michael_Caruso,The Vision Object-Oriented Database Management System.
http://www.gra.fo/publication/Arie_Segev,Maintaining Materialized Views in Distributed Databases.
http://www.gra.fo/publication/Erik_Riedel,Data Mining on an OLTP System (Nearly) for Free.
http://www.gra.fo/publication/T__C__Chiang,Design and Implementation of an E-R Data Base Management System.
http://www.gra.fo/publication/Hassan_Mountassir,OCAM: A Collaborative System for Multimedia Applications.
http://www.gra.fo/publication/Chiang_Lee,A Graph-Theoretic Model for Optimizing Large Join Queries.
http://www.gra.fo/publication/Erhard_Rahm,Dynamic Multi-Resource Load Balancing in Parallel Database Systems.
http://www.gra.fo/publication/Erhard_Rahm,Analysis of Dynamic Load Balancing Strategies for Parallel Shared Nothing Database Systems.
http://www.gra.fo/publication/Mohammad_Nabil,2D Projection Interval Relationships: A Symbolic Representation of Spatial Relationships.
http://www.gra.fo/publication/Hein_M__Veenhof,Optimisation of Spatial Joins Using Filters.
http://www.gra.fo/publication/Toshihide_Ibaraki,Disjoint-Interval Topological Sort: A Useful Concept in Serializability Theory (Extended Abstract).
http://www.gra.fo/publication/Minos_N__Garofalakis,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources.
http://www.gra.fo/publication/Stephanie_J__Cammarata,Strategies of Cooperation in Distributed Problem Solving.
http://www.gra.fo/publication/Zbigniew_Michalewicz,Ranges and Trackers in Statistical Databases.
http://www.gra.fo/publication/Susan_J__Eggers,A Characterization of Sharing in Parallel Programs and Its Application to Coherency Protocol Evaluation.
http://www.gra.fo/publication/Susan_J__Eggers,Evaluating the Performance of Four Snooping Cache Coherency Protocols.
http://www.gra.fo/publication/Hypertext,"""Cut as a Querying Unit for WWW"
http://www.gra.fo/publication/Manolis_M__Tsangaris,On the Performance of Object Clustering Techniques.
http://www.gra.fo/publication/Manolis_M__Tsangaris,A Stochastic Approach for Clustering in Object Bases.
http://www.gra.fo/publication/Edmund_H__Durfee,Predictability Versus Responsiveness: Coordinating Problem Solvers in Dynamic Domains.
http://www.gra.fo/publication/Phillip_M__Fernandez,The Ins and Outs (and Everthing in Between) of Data Warehousing.
http://www.gra.fo/publication/Tomasz_Imielinski,Energy Efficient Indexing on Air.
http://www.gra.fo/publication/Yiming_Ma,Mining Association Rules with Multiple Minimum Supports.
http://www.gra.fo/publication/Richard_Helm,Inductive and Deductive Control of Logic Programs.
http://www.gra.fo/publication/Peter_M__G__Apers,Identifying Internet-related Database Research.
http://www.gra.fo/publication/Joachim_Kröger,Query Rewriting and Search in CROQUE.
http://www.gra.fo/publication/Peter_A__Buhr,Basic Abstractions for a Database Programming Language.
http://www.gra.fo/publication/Evaggelia_Pitoura,Maintaining Consistency of Data in Mobile Distributed Environments.
http://www.gra.fo/publication/Ted_J__Biggerstaff,The Concept Assignment Problem in Program Understanding.
http://www.gra.fo/publication/Walid_G__Aref,Efficient Processing of Window Queries in The Pyramid Data Structure.
http://www.gra.fo/publication/Roel_Wieringa,Equational Specification of Dynamic Objects.
http://www.gra.fo/publication/Katsumi_Tanaka,Query Pairs as Hypertext Links.
http://www.gra.fo/publication/James_D__Johannes,Judgmental-Knowledge Bases: Problem Solving and Expert Systems.
http://www.gra.fo/publication/FODO,"""Behavior Analysis of Object-Oriented Databases: Method Structure"
http://www.gra.fo/publication/John_F__Karpovich,High Performance Access to Radio Astronomy Data: A Case Study.
http://www.gra.fo/publication/Pinar_Koksal,A Component-Based Workflow System with Dynamic Modifications.
http://www.gra.fo/publication/T__C__Chen,The Rebound Sorter: An Efficient Sort Engine for Large Files.
http://www.gra.fo/publication/Kenneth_D__Forbus,Self-Explanatory Simulations: An Integration of Qualitative and Quantitative Knowledge.
http://www.gra.fo/publication/Kenneth_D__Forbus,Self-Explanatory Simulations: Scaling Up to Large Models.
http://www.gra.fo/publication/Bruce_I__Blum,The INA: A Simple Query Language with Only Attribute Names.
http://www.gra.fo/publication/John_F__Horty,A Skeptical Theory of Inheritance in Nonmonotonic Semantic Networks.
http://www.gra.fo/publication/Silvana_Castano,Building Reusable Components in the Public Administration Domain.
http://www.gra.fo/publication/Mohammed_Javeed_Zaki,New Algorithms for Fast Discovery of Association Rules.
http://www.gra.fo/publication/Divyakant_Agrawal,Reducing Storage for Quorum Consensus Algorithms.
http://www.gra.fo/publication/Divyakant_Agrawal,The Tree Quorum Protocol: An Efficient Approach for Managing Replicated Data.
http://www.gra.fo/publication/Divyakant_Agrawal,Resilient Logical Structures for Efficient Management of Replicated Data.
http://www.gra.fo/publication/David_L__Waltz,Event Shape Diagrams.
http://www.gra.fo/publication/Gerhard_Köstler,The Differential Fixpoint Operator with Subsumption.
http://www.gra.fo/publication/John_T__Robinson,Order Preserving Linear Hashing Using Dynamic Key Statistics.
http://www.gra.fo/publication/Paul_A__Martin,Transportability and Generality in a Natural-Language Interface System.
http://www.gra.fo/publication/B__Muthuswamy,A Detailed Database Statistics Model for Realtional Query Optimization.
http://www.gra.fo/publication/Rafik_Taouil,Mining Bases for Association Rules Using Closed Sets.
http://www.gra.fo/publication/Craig_Schaffert,An Introduction to Trellis/Owl.
http://www.gra.fo/publication/Luca_Cardelli,An Extension of System F with Subtyping.
http://www.gra.fo/publication/Sue_M__Dintelman,An Implementation of a Query Language Supporting Path Expressions.
http://www.gra.fo/publication/Catriel_Beeri,Query Languages for Models with Object-Oriented Features.
http://www.gra.fo/publication/Odysseas_G__Tsatalos,A Unified Framework for Indexing in Database Systems.
http://www.gra.fo/publication/Steen_Andreassen,MUNIN - A Causal Probabilistic Network for Interpretation of Electromyographic Findings.
http://www.gra.fo/publication/Michael_Gillmann,Benchmarking and Configuration of Workflow Management Systems.
http://www.gra.fo/publication/Martin_Gaedke,Web Content Delivery to Heterogeneous Mobile Platforms.
http://www.gra.fo/publication/Kenneth_A__Ross,A Syntactic Stratification Condition Using Constraints.
http://www.gra.fo/publication/Rosa_Meo,Composite Events in Chimera.
http://www.gra.fo/publication/Piotr_Krzyzagórski,Two Phase Locking-Based Algorithm with Partial Abort for Firm Deadline Real-Time Database Systems.
http://www.gra.fo/publication/Piotr_Krzyzagórski,Optimistic Concurrency Control Algorithm with Dynamic Serialization Adjustment for Firm Deadline Real-Time Database Systems.
http://www.gra.fo/publication/Edward_Omiecinski,An Analytical Model of a Deferred and Incremental Update Strategy for Secondary Indexes.
http://www.gra.fo/publication/M__Rajini_Kanth,Extending an Assumption Based Truth Maintenance System to Databases.
http://www.gra.fo/publication/Loren_G__Terveen,A Collaborative Interface for Editing Large Knowledge Bases.
http://www.gra.fo/publication/Suzanne_M__Embury,A Modular Compiler Architecture for a Data Manipulation Language.
http://www.gra.fo/publication/Rajeev_Rastogi,On Correctness of Non-serializable Executions.
http://www.gra.fo/publication/Janice_I__Glasgow,User Defined Parallel Control Strategies in Nial.
http://www.gra.fo/publication/Rudolf_Munz,Concurrency in Database Systems - A Simulation Study.
http://www.gra.fo/publication/Jose_Alvin_G__Gendrano,Parallel Algorithms for Computing Temporal Aggregates.
http://www.gra.fo/publication/Elena_Baralis,An Algebraic Approach to Rule Analysis in Expert Database Systems.
http://www.gra.fo/publication/Mengchi_Liu,ROL: A Prototype for Deductive and Object-Oriented Databases (Demo).
http://www.gra.fo/publication/Carmelo_Malta,Automating Fine Concurrency Control in Object-Oriented Databases.
http://www.gra.fo/publication/James_Davidson,A Natural Language Interface for Performing Database Updates.
http://www.gra.fo/publication/Ryuichi_Ogawa,Scenario-Based Hypermedia: A Model and a System.
http://www.gra.fo/publication/Anand_Rajaraman,Integrating Information by Outerjoins and Full Disjunctions.
http://www.gra.fo/publication/Yutaka_Ohsawa,A Spatiotemporal Data Management Method Using Inverse Differential Script.
http://www.gra.fo/publication/,"""Sequences"
http://www.gra.fo/publication/Timos_K__Sellis,A Geometric Approach to Indexing Large Rule Bases.
http://www.gra.fo/publication/Philip_A__Bernstein,Concurrency Control Algorithms for Multiversion Database Systems.
http://www.gra.fo/publication/Philip_A__Bernstein,The Failure and Recovery Problem for Replicated Databases.
http://www.gra.fo/publication/Tzi_cker_Chiueh,Papyrus: A Structured History Database for VLSI Design Flow Management.
http://www.gra.fo/publication/Oreste_Signore,Reconstruction of ER Schema from Database Applications: a Cognitive Approach.
http://www.gra.fo/publication/Amir_Milo,Placement of Replicated Items in Distributed Databases.
http://www.gra.fo/publication/Bo_Zhou,A Fast Algorithm for Density-Based Clustering in Large Database.
http://www.gra.fo/publication/Tadashi_Ohmori,An Algebraic Deductive Database Managing a Mass of Rule Clauses.
http://www.gra.fo/publication/Ingo_Schmitt,Managing Object Identity in Federated Database Systems.
http://www.gra.fo/publication/Ingo_Schmitt,Integration of Inheritance Trees as Part of View Generation For Database Federations.
http://www.gra.fo/publication/M__Mira_da_Silva,Semantics for Parameter Passing in a Type-complete Persistent RPS.
http://www.gra.fo/publication/Graham_N__C__Kirby,START: A Linguistic Reflection Tool Using Hyper-Program Technology.
http://www.gra.fo/publication/Shamkant_B__Navathe,Vertical Partitioning for Database Design: A Graphical Algorithm.
http://www.gra.fo/publication/Rob_Bell,ADT: A Toolkit for Development of Database-Centered Applications.
http://www.gra.fo/publication/G__Decorte,An Object-Oriented Model for Capturing Data Semantics.
http://www.gra.fo/publication/Tom_M__Mitchell,Version Spaces: A Candidate Elimination Approach to Rule Learning.
http://www.gra.fo/publication/Tom_M__Mitchell,Learning and Problem Solving.
http://www.gra.fo/publication/Seung_Jin_Lim,An Automated Approach for Retrieving Hierarchical Data from HTML Tables.
http://www.gra.fo/publication/Qing_Li,An Approach to Integrate Data and Knowledge Management in Next Generation Information Systems.
http://www.gra.fo/publication/Kotagiri_Ramamohanarao,The Aditi Deductive Database System (Extented Abstract).
http://www.gra.fo/publication/P__C__N__Wong,Generalized Vector Space Model in Information Retrieval.
http://www.gra.fo/publication/Takeo_Kakuta,The Design and Implementation of Relational Database Machine Delta.
http://www.gra.fo/publication/Alex_Quilici,The Correction Machine: Formulating Explanations for User Misconceptions.
http://www.gra.fo/publication/Ming_Chuan_Wu,Research Issues in Data Warehousing.
http://www.gra.fo/publication/Rudolf_Munz,Application of Sub-Predicate Tests in Database Systems.
http://www.gra.fo/publication/Kerim_Tumay,Business Process Simulation.
http://www.gra.fo/publication/Dorothy_A__Phillips,Telidon and the Human Factors of Videotex Data Bases.
http://www.gra.fo/publication/Jian_Yang_____,A Configurable Approach for Object Sharing Among Multidatabase Systems.
http://www.gra.fo/publication/Arie_Shoshani,OLAP and Statistical Databases: Similarities and Differences.
http://www.gra.fo/publication/Wolfgang_Polak,Framework for a Knowledge-Based Programming Environment.
