author,title
http://www.gra.fo/publication/Maurice_Herlihy,Comparing How Atomicity Mechanisms Support Replication.
http://www.gra.fo/publication/Maurice_Herlihy,Impossibility and Universality Results for Wait-Free Synchronization.
http://www.gra.fo/publication/Peter_M__Chen,An Evaluation of Redundant Arrays of Disks Using an Amdahl 5890.
http://www.gra.fo/publication/Erol_Gelenbe,A Probability Model of Uncertainty in Data Bases.
http://www.gra.fo/publication/Roger_King,Ski: A Semantics-Knowledgeable Interface.
http://www.gra.fo/publication/Peter_G__Anick,Versioning a Full-text Information Retrieval System.
http://www.gra.fo/publication/Peter_G__Anick,Integrating a Dynamic Lexicon with a Dynamic Full-Text Retrieval System.
http://www.gra.fo/publication/Martin_Gaedke,Generic Web-Based Federation of Business Application Systems for E-Commerce Applications.
http://www.gra.fo/publication/Tomás_Feder,Decidability and Undecidability of Equivalence for Linear Datalog with Applications to Normal-Form Optimizations.
http://www.gra.fo/publication/Jerry_Baulier,DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications.
http://www.gra.fo/publication/Sourav_S__Bhowmick,Pi-Web Join in a Web Warehouse.
http://www.gra.fo/publication/Amihai_Motro,Completeness Information and Its Application to Query Processing.
http://www.gra.fo/publication/Amihai_Motro,Using Integrity Constraints to Provide Intensional Answers to Relational Queries.
http://www.gra.fo/publication/Menas_Kafatos,The Virtual Domain Application Data Center: Serving Interdisciplinary Earth Scientists.
http://www.gra.fo/publication/Hubert_de_Fraysseix,Small Sets Supporting Fáry Embeddings of Planar Graphs
http://www.gra.fo/publication/John_P__Lehoczky,The Rate Monotonic Scheduling Algorithm: Exact Characterization and Average Case Behavior.
http://www.gra.fo/publication/Adarsh_K__Arora,The Information Preserving Properties of Relational Database Transformations.
http://www.gra.fo/publication/Markus_Tresch,Schema Transformation Processors for Federated Objectbases.
http://www.gra.fo/publication/Joachim_W__Schmidt,Dockets: A Model for Adding Value to Content.
http://www.gra.fo/publication/Yen_Jen_Oyang,Design of Multimedia Storage Systems for On-Demand Playback.
http://www.gra.fo/publication/Stavros_Papastavrou,An Evaluation of the Java-Based Approaches to Web Database Access.
http://www.gra.fo/publication/David_P__Dobkin,Probing Convex Polytopes
http://www.gra.fo/publication/Minos_N__Garofalakis,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases.
http://www.gra.fo/publication/Vinay_K__Chaudhri,Concurrency Control for Knowledge Bases.
http://www.gra.fo/publication/Mostafa_A__Bassiouni,On Software and Hardware Techniques of Data Engineering.
http://www.gra.fo/publication/Michael_Kifer,RI: A Logic for Reasoning with Inconsistency
http://www.gra.fo/publication/Malú_Castellanos,A Canonical Model for the Interoperability Among Object-Oriented and Relational Databases.
http://www.gra.fo/publication/Helmut_Kaufmann,Relaxation of Correctness in Database Systems.
http://www.gra.fo/publication/Oscar_Díaz,Rule Management in Object Oriented Databases: A Uniform Approach.
http://www.gra.fo/publication/Luca_Delgrossi,Media Scaling for Audiovisual Communication with the Heidelberg Transport System.
http://www.gra.fo/publication/Latha_S__Colby,Redbrick Vista: Aggregate Computation and Management.
http://www.gra.fo/publication/DBPL,"""Eucil"
http://www.gra.fo/publication/Alessandro_D_Atri,Dynamic Query Interpretation in Relational Databases.
http://www.gra.fo/publication/Susan_T__Dumais,LSI meets TREC: A Status Report.
http://www.gra.fo/publication/Susan_T__Dumais,Latent Semantic Indexing (LSI): TREC-3 Report.
http://www.gra.fo/publication/Susan_T__Dumais,Latent Semantic Indexing (LSI) and TREC-2.
http://www.gra.fo/publication/,"""Automated Analysis and Exploration of Image Databases: Results"
http://www.gra.fo/publication/Christoph_Bussler,TP-Monitor-based Workflow Management System Architecture.
http://www.gra.fo/publication/Raghu_Ramakrishnan,Safety of Recursive Horn Clauses With Infinite Relations.
http://www.gra.fo/publication/Thom_W__Frühwirth,Logic Programs as Types for Logic Programs
http://www.gra.fo/publication/Haixun_Wang,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems.
http://www.gra.fo/publication/Nancy_D__Griffeth,Nonprocedural Query Processing for Databases with Access Paths.
http://www.gra.fo/publication/Lars_Arge,External-Memory Algorithms for Processing Line Segments in Geographic Information Systems (Extended Abstract).
http://www.gra.fo/publication/Charles_Rich,Knowledge Representation Languages and Predicate Calculus: How to Have Your Cake and Eat It Too.
http://www.gra.fo/publication/Daniel_L__Moody,What Makes a Good Data Model? Evaluating the Quality of Entity Relationship Models.
http://www.gra.fo/publication/Mark_Levene,Gamma-Acyclic Database Schemes and Nested Relations.
http://www.gra.fo/publication/Dag_I__K__Sjøberg,Building an Integrated Persistent Application.
http://www.gra.fo/publication/Kunihiko_Kaneko,"""Towards Dynamics Animation on Object-Oriented Animation Database System """"MOVE""""."""
http://www.gra.fo/publication/Theo_Härder,Evaluating Multiple Server DBMS in General Purpors Operating System Environments.
http://www.gra.fo/publication/Rudolf_Bayer,Distributed Concurrency Control in Database Systems.
http://www.gra.fo/publication/Klaus_Hülsmann,Representation of the Historical Information Necessary for Temporal Integrity Monitoring.
http://www.gra.fo/publication/Deborah_Downs,Data Base Management Systems Security and INGRES.
http://www.gra.fo/publication/Deborah_Downs,A Kernel Design for a Secure Data Base Management System.
http://www.gra.fo/publication/PODC,"""A Formal Model of Knowledge"
http://www.gra.fo/publication/Paolo_Merialdo,Homer: a Model-Based CASE Tool for Data-Intensive Web Sites.
http://www.gra.fo/publication/Edward_A__Fox,A Faster Algorithm for Constructing Minimal Perfect Hash Functions.
http://www.gra.fo/publication/Arthur_M__Keller,Approaches for Updating Databases With Incomplete Information and Nulls.
http://www.gra.fo/publication/IJCAI,"""Possibilistic Logic"
http://www.gra.fo/publication/Chuan_Heng_Ang,New Linear Node Splitting Algorithm for R-trees.
http://www.gra.fo/publication/Klaus_Küspert,Duplicate Detection and Deletion in the Extended NF² Data Model.
http://www.gra.fo/publication/Paolo_Atzeni,Design and Maintenance of Data-Intensive Web Sites.
http://www.gra.fo/publication/Chitta_Baral,Rule Based Updates on Simple Knowledge Bases.
http://www.gra.fo/publication/Opher_Etzion,The Reflective Approach for Data-Driven Rules.
http://www.gra.fo/publication/Michael_Benedikt,Relational Expressive Power of Constraint Query Languages.
http://www.gra.fo/publication/Ashish_Gupta_____,Maintaining Views Incrementally.
http://www.gra.fo/publication/E__Henry_Beitz,Sets as a Model for Data Base Representation: Much Ado About Something.
http://www.gra.fo/publication/ER,"""ERROL: An Entity-Relationship"
http://www.gra.fo/publication/Asuman_Dogac,METU Interoperable Database System.
http://www.gra.fo/publication/Stephen_Hayne,Multi-User View Integration System (MUVIS): An Expert System for View Integration.
http://www.gra.fo/publication/Hasan_M__Jamil,Belief Reasoning in MLS Deductive Databases.
http://www.gra.fo/publication/Mizuho_Iwaihara,Navigation and Schema Transformations for Producing Nested Relations form Networks.
http://www.gra.fo/publication/Il_Yeol_Song,Analysis of Binary Relationships within Ternary Relationships in ER Modeling.
http://www.gra.fo/publication/Richard_Helm,Constraint-Based Query Optimization for Spatial Databases.
http://www.gra.fo/publication/Eui_Hong_Han,Clustering Based On Association Rule Hypergraphs.
http://www.gra.fo/publication/Erik_Sandewall,A Description Language and Pilot-System Executive for Information-Transport Systems.
http://www.gra.fo/publication/Gunter_Saake,Using Finite-Linear Temporal Logic for Specifying Database Dynamics.
http://www.gra.fo/publication/Peter_M__Schwarz,Extensibility in the Starburst Database System.
http://www.gra.fo/publication/Salvatore_Orlando,Database Analyzer and Predictor - An Overview.
http://www.gra.fo/publication/Marcelo_Arenas,Scalar Aggregation in FD-Inconsistent Databases.
http://www.gra.fo/publication/Wolfgang_Hoeppner,Beyond Domain-Independence: Experience With the Development of a German Language Access System to Highly Diverse Background Systems.
http://www.gra.fo/publication/Alain_Pirotte_____,Materialization: A Powerful and Ubiquitous Abstraction Pattern.
http://www.gra.fo/publication/John_T__Kohl,HighLight: Using a Log-structured File System for Tertiary Storage Management.
http://www.gra.fo/publication/Ouri_Wolfson,Moving Objects Databases: Issues and Solutions.
http://www.gra.fo/publication/Idit_Keidar,Increasing the Resilience of Atomic Commit at No Additional Cost.
http://www.gra.fo/publication/Alfonso_F__Cardenas,Generalized Pictorial Data Management.
http://www.gra.fo/publication/Amit_P__Sheth,An Adaptive Concurrency Control Strategy for Distributed Database Systems.
http://www.gra.fo/publication/Amit_P__Sheth,Performance Analysis of Resiliency Mechanisms in Distributed Datbase Systems.
http://www.gra.fo/publication/Igor_Hawryszkiewycz,A generalized Semantic Model for CSCW Systems.
http://www.gra.fo/publication/Dennis_Tsichritzis,A Network Framework for Relation Implementation.
http://www.gra.fo/publication/R__McCord,Sizing and Data Distribution for a Distributed Database Machine.
http://www.gra.fo/publication/David_Goldhirsch,Processing Read-Only Queries Over Views With Generalization.
http://www.gra.fo/publication/Yong_Ik_Yoon_____,Language Constructs for Reliable Distributed Real-Time Transaction Processing.
http://www.gra.fo/publication/Kenneth_W__Ng,Parallelizing User-Defined Functions in Distributed Object-Relational DBMS.
http://www.gra.fo/publication/Gilles_Barbedette,LISPO
http://www.gra.fo/publication/Paul_Buitelaar,The Use of a Lexicon to Interpret ER-Diagrams: A LIKE project.
http://www.gra.fo/publication/Kien_A__Hua,Handling Data Skew in Multiprocessor Database Computers Using Partition Tuning.
http://www.gra.fo/publication/Kien_A__Hua,An Adaptive Data Placement Scheme for Parallel Database Computer Systems.
http://www.gra.fo/publication/David_Harel,Towards a Theory of Recursive Structures.
http://www.gra.fo/publication/David_Harel,A Thesis for Bounded Concurrency.
http://www.gra.fo/publication/Peter_A__Buhr,µDatabase: A Toolkit for Constructing Memory Mapped Databases.
http://www.gra.fo/publication/Haiyan_Xu,Design of Database Schemata for Logic Design Education System LODES.
http://www.gra.fo/publication/Peter_Dybjer,Domain Algebras.
http://www.gra.fo/publication/Anne_H__H__Ngu,PINOL: A Persistent Inferential Object Oriented Language for Databases.
http://www.gra.fo/publication/Jacques_Hagelstein,Reconciling Operational and Declarative Specifications.
http://www.gra.fo/publication/Daniel_D__Corkill,The Use of Meta-Level Control for Coordination in a Distributed Problem Solving Network.
http://www.gra.fo/publication/Chris_Mellish,Abstract Interpretation of Prolog Programs.
http://www.gra.fo/publication/Chander_Kant,A Status Report on the oo7 OODBMS Benchmarking Effort.
http://www.gra.fo/publication/Ling_Liu_____,The Distributed Interoperable Object Model and Its Application to Large-scale Interoperable Database Systems.
http://www.gra.fo/publication/Marco_Cadoli,The Size of a Revised Knowledge Base.
http://www.gra.fo/publication/John_F__Roddick,Data Warehousing and Data Mining: Are We Working on the Right Things?
http://www.gra.fo/publication/W__W__Bledsoe,Variable Elimination and Chaining in a Resolution-based Prover for Inequalities.
http://www.gra.fo/publication/Stéphane_Grumbach,On the Content of Materialized Aggregate Views.
http://www.gra.fo/publication/Patrizia_Asirelli,Improving Integrity Constraint Checking in Deductive Databases.
http://www.gra.fo/publication/Ivan_A__Basarab,Composition Approach to Systematic Development of Database Systems.
http://www.gra.fo/publication/Ivan_A__Basarab,Declarative Languages of Composition Database Development Method.
http://www.gra.fo/publication/Ivan_A__Basarab,Composition Models of Object-Oriented Databases.
http://www.gra.fo/publication/Hirotaka_Sakai,Entity-Relationship Approach to Logical Database Design.
http://www.gra.fo/publication/Peter_J__Stuckey,Constraint Search Tree.
http://www.gra.fo/publication/Nieves_R__Brisaboa,Containment of Conjunctive Queries with Built-in Predicates with Variables and Constants over any Ordered Domain.
http://www.gra.fo/publication/Joxan_Jaffar,Methodology and Implementation of a CLP System.
http://www.gra.fo/publication/Swarup_Acharya,Congressional Samples for Approximate Answering of Group-By Queries.
http://www.gra.fo/publication/Steven_Dawson,Minimal Data Upgrading to Prevent Inference and Association.
http://www.gra.fo/publication/Don_S__Batory,Logical and Physical Modeling of Statistical Scientific Databases.
http://www.gra.fo/publication/Asuman_Dogac,A Workflow System through Cooperating Agents for Control and Document Flow over the Internet.
http://www.gra.fo/publication/SIGMOD_Conference,"""Query Graphs"
http://www.gra.fo/publication/Takuya_Katayama,A Hierarchical and Functional Software Process Description and Its Enaction.
http://www.gra.fo/publication/Margaret_H__Butler,Storage Reclamation in Object Oriented Database Systems.
http://www.gra.fo/publication/E__Cohen,Why are Commercial Database Management Systems Rarely Used for Research Data?
http://www.gra.fo/publication/Vadim_V__Doubrovski,Key Integrity for Cooperative Database Environments with Stationary and Mobile Hosts.
http://www.gra.fo/publication/Arif_Ghafoor,Multimedia Database Systems.
http://www.gra.fo/publication/Jun_Gu,Multispace Search: A New Optimization Approach.
http://www.gra.fo/publication/Leigh_Willard,The Revised Gärdenfors Postulates and Update Semantics.
http://www.gra.fo/publication/Filippo_Cacace,The LOGRES prototype.
http://www.gra.fo/publication/Witold_Litwin,Linear Hashing: A New Tool for File and Table Addressing.
http://www.gra.fo/publication/Witold_Litwin,Virtual Hashing: A Dynamically Changing Hashing.
http://www.gra.fo/publication/Leonid_Libkin,Expressive Power of SQL.
http://www.gra.fo/publication/Leonid_Libkin,Approximation in Databases.
http://www.gra.fo/publication/Joachim_W__Schmidt,Language Technology for Post-relational Data Systems.
http://www.gra.fo/publication/Nicolas_Spyratos,Incorporating Functional Dependencies in Deductive Query Answering.
http://www.gra.fo/publication/Achim_Kraiss,Tape-Disk Join Strategies under Disk Contention.
http://www.gra.fo/publication/Xiaohua_Hu,Mining Knowledge Rules from Databases: A Rough Set Approach.
http://www.gra.fo/publication/Reinhard_Braumandl,Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases.
http://www.gra.fo/publication/Carlo_Batini,Top-Down Design in the Entity-Relationship Model.
http://www.gra.fo/publication/Lois_M__L__Delcambre,Dynamic Development and Refinement of HyperMedia Documents.
http://www.gra.fo/publication/Michael_Himsolt,GraphEd: An Interactive Tool For Developing Graph Grammars.
http://www.gra.fo/publication/Madhur_Kohli,Intelligent Control Using Integrity Constraints.
http://www.gra.fo/publication/Oleg_T__Balovnev,From GeoStore to GeoToolKit: The Second Step.
http://www.gra.fo/publication/Henrietta_Dombrowska,ARIES/NT Modified for Advanced Transactions Support.
http://www.gra.fo/publication/Henrietta_Dombrowska,The Low-Level Support and Logging for Flexible Transactions.
http://www.gra.fo/publication/Va_On_Tam,Token Transactions: Managing Fine-Grained Migration of Data.
http://www.gra.fo/publication/Jirí_Matousek_____,Linear Optimization Queries.
http://www.gra.fo/publication/Catherine_D__Jensen,SDDM - A Prototype of a Distributed Architecture for Database Security.
http://www.gra.fo/publication/Ted_M__Sparr,Units and Accuracy in Statistical Databases.
http://www.gra.fo/publication/Peter_N__Creasy,ENIAM: A More Complete Conceptual Schema Language.
http://www.gra.fo/publication/Nikos_I__Karacapilidis,An Argumentation Based Framework for Defeasible and Qualitative Reasoning.
http://www.gra.fo/publication/Michael_R__Genesereth,Knowledge Interchange Format.
http://www.gra.fo/publication/Monika_Rauch_Henzinger,Web Information Retrieval.
http://www.gra.fo/publication/Show_Jane_Yen,Neighborhood/Conceptual Query Answering with Imprecise/Incomplete Data.
http://www.gra.fo/publication/Yasunori_Ishihara,Type-Consistency Problems for Queries in Object-Oriented Databases.
http://www.gra.fo/publication/Jean_François_Boulicaut,Query Driven Knowledge Discovery in Multidimensional Data.
http://www.gra.fo/publication/Dieter_Gawlick,Messaging/Queuing in Oracle8.
http://www.gra.fo/publication/Arding_Hsu,Integrity Checking for Multiple Updates.
http://www.gra.fo/publication/David_R__Brownbridge,Cyclic Reference Counting for Combinator Machines.
http://www.gra.fo/publication/Yi_Lin,Concurrency Control in Real-Time Databases by Dynamic Adjustment of Serialization Order.
http://www.gra.fo/publication/Sunita_Sarawagi,Efficient Organization of Large Multidimensional Arrays.
http://www.gra.fo/publication/Hans_Peter_Frei,Making Use of Hypertext Links when Retrieving Information.
http://www.gra.fo/publication/T__Sunohara,Program Complexity Measure for Software Development Management.
http://www.gra.fo/publication/Elena_Baralis,Run-time Detection of Non-Terminating Active Rule Systems.
http://www.gra.fo/publication/Dipayan_Gangopadhyay,Semantics of Network Data Manipulation Languages: An Object-Oriented Approach.
http://www.gra.fo/publication/Jeffrey_D__Ullman,Database Theory: Past and Future.
http://www.gra.fo/publication/Jeffrey_D__Ullman,Bottom-Up Beats Top-Down for Datalog.
http://www.gra.fo/publication/Jeffrey_D__Ullman,The U. R. Strikes Back.
http://www.gra.fo/publication/Jia_Ling_Koh,Integration of Heterogeneous Object Schemas.
http://www.gra.fo/publication/Norbert_Widmann,Efficient Execution of Operations in a DBMS for Multidimensional Arrays.
http://www.gra.fo/publication/Kenneth_Omahen,Estimating Response Time for Auxiliary Memory Configuartions with Multiple Movable-Head Disk Modules.
http://www.gra.fo/publication/Michael_J__Pazzani,Detecting and Correcting Errors of Omission After Explanation-Based Learning.
http://www.gra.fo/publication/Jean_Marc_Andreoli,Rule-Based Object Coordination.
http://www.gra.fo/publication/Andreas_Henrich,Anbindung einer rämlich clusternden Zugriffstruktur für geometrische Attribute an ein Standard-Datenbanksystem am Beispiel von Oracle.
http://www.gra.fo/publication/Richard_J__Lipton,Application of a Planar Separator Theorem
http://www.gra.fo/publication/Marco_A__Casanova,On the Correctness of a Local Storage Subsystem.
http://www.gra.fo/publication/Chung_Min_Chen,Raster-Spatial Data Declustering Revisited: An Interactive Navigation Perspective.
http://www.gra.fo/publication/Kapali_P__Eswaran,Aspects of a Trigger Subsystem in an Integrated Data Base System.
http://www.gra.fo/publication/Steve_Benford,Virtual Environments for Data Sharing and Visualisation - Populated Information Terrains.
http://www.gra.fo/publication/Mary_F__Fernández,STRUDEL: A Web-site Management System.
http://www.gra.fo/publication/Mary_F__Fernández,Catching the Boat with Strudel: Experiences with a Web-Site Management System.
http://www.gra.fo/publication/Sharon_McCure_Kuck,A Universal Relation Database System Implemented via the Network Model.
http://www.gra.fo/publication/Diego_Calvanese,Making Object-Oriented Schemas More Expressive.
http://www.gra.fo/publication/Ravi_Krishnamurthy,Query-By-Example: Operations on Piecewise Continuous Data (Extended Abstract).
http://www.gra.fo/publication/Kazimierz_Subieta,Query Optimization by Stored Queries.
http://www.gra.fo/publication/José_Mauro_Volkmer_de_Castilho,A Temporal Framework for Database Specifications.
http://www.gra.fo/publication/Kerstin_Schwarz,Extending Transaction Closures by N-ary Termination Dependencies.
http://www.gra.fo/publication/Kerstin_Schwarz,Computing Rules for Detecting Contradictory Transaction Termination Dependencies.
http://www.gra.fo/publication/R__D__Boyne,A Message-Oriented Implementation of a Multi-Backend Database System (MDBS).
http://www.gra.fo/publication/Daniel_Dominic_Sleator,Amortized Efficiency of List Update Rules
http://www.gra.fo/publication/Daniel_Dominic_Sleator,Self-Adjusting Binary Trees
http://www.gra.fo/publication/Richard_Hull_____,The Format Model: A Theory of Database Organization.
http://www.gra.fo/publication/Richard_Hull_____,On the Equivalence of Database Restructurings Involving Object Identifiers.
http://www.gra.fo/publication/Dimitrios_Georgakopoulos,Specification and Management of Extended Transactions in a Programmable Transaction Environment.
http://www.gra.fo/publication/Hideto_Ikeda,INTERVISION: A New Hypermedia System Focusing on Dynamic Media.
http://www.gra.fo/publication/H__M__Quintella,A Methodologic Guide-Line for the Instalation of Data Base Development Tools and Data Administration Tools: Two Case Studies from Brazil.
http://www.gra.fo/publication/Navin_Kabra,Efficient Mid-Query Re-Optimization of Sub-Optimal Query Execution Plans.
http://www.gra.fo/publication/Klaus_Heiner_Wolf,Multimedia Application Sharing in a Heterogeneous Environment.
http://www.gra.fo/publication/Piero_A__Bonatti,Querying Disjunctive Database Through Nonmonotonic Logics.
http://www.gra.fo/publication/Jo_Mei_Chang,A Heuristic Approach to Distributed Query Processing.
http://www.gra.fo/publication/H__Chang,A Heuristic Approach to Distributed Query Processing.
http://www.gra.fo/publication/Jo_Mei_Chang,On Bubble Memories and Relational Data Base.
http://www.gra.fo/publication/H__Chang,On Bubble Memories and Relational Data Base.
http://www.gra.fo/publication/Douglas_W__Cornell,Analysis of Multi-System Function Request Shipping.
http://www.gra.fo/publication/Elke_A__Rundensteiner,A Classification Algorithm for Supporting Object-Oriented Views.
http://www.gra.fo/publication/Elke_A__Rundensteiner,Tools for View Generation in Object-Oriented Databases.
http://www.gra.fo/publication/Lars_Arge,Theory and Practice of I/O-Efficient Algorithms for Multidimensional Batched Searching Problems (Extended Abstract).
http://www.gra.fo/publication/Zvi_M__Kedem,Deadlock Removal Using Partial Rollback in Database Systems.
http://www.gra.fo/publication/Steven_Milliner,A Scalable Architecture for Autonomous Heterogeneous Database Interactions.
http://www.gra.fo/publication/Sharad_Mehrotra,Efficient Global Transaction Management in Multidatabase Systems.
http://www.gra.fo/publication/Praveen_Seshadri,SEQ: A Model for Sequence Databases.
http://www.gra.fo/publication/Thomas_Keller_____,Efficient Assembly of Complex Objects.
http://www.gra.fo/publication/Renée_J__Miller,Schema Equivalence in Heterogeneous Systems: Bridging Theory and Practice (Extended Abstract).
http://www.gra.fo/publication/Jim_Gray_____,Granularity of Locks in a Large Shared Data Base.
http://www.gra.fo/publication/conf_pods___,"""New Techniques for Studying Set Languages"
http://www.gra.fo/publication/Leonid_Libkin,"""New Techniques for Studying Set Languages"
http://www.gra.fo/publication/conf_pods___,Semantic Representations and Query Languages for Or-sets.
http://www.gra.fo/publication/Leonid_Libkin,Semantic Representations and Query Languages for Or-sets.
http://www.gra.fo/publication/Kumar_V__Vadaparty,Towards a Unified Visual Database Access.
http://www.gra.fo/publication/Fanny_Wattez,Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way.
http://www.gra.fo/publication/Rasa_Bliujute,Developing a DataBlade for a New Index.
http://www.gra.fo/publication/Marco_Cadoli,Datalog and Description Logics: Expressive Power.
http://www.gra.fo/publication/Lia_Goldstein_Golendziner,Modelling an Engineering Design Application Using Extended Object-Oriented Concepts.
http://www.gra.fo/publication/Susanne_Neubert,Model Consruction in MIKE (MOdel-Based and Incremental Knowledge Engineering).
http://www.gra.fo/publication/Kiran_J__Achyutuni,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases.
http://www.gra.fo/publication/Hong_Mei_Chen_Garcia,An Entity-Relationship-Based Methodology for Distributed Database Design: An Integrated Approach Towards Combined Logical and Distribution Designs.
http://www.gra.fo/publication/Chris_Buckley,Automatic Retrieval With Locality Information Using SMART.
http://www.gra.fo/publication/Eric_J__Koldinger,Architectural Support for Single Address Space Operating Systems.
http://www.gra.fo/publication/S__Warren,MAP: A Tool for Understanding Software.
http://www.gra.fo/publication/Randal_J__Peters,An Extensible Query Model and Its Languages for a Uniform Behavioral Object Management System.
http://www.gra.fo/publication/Christos_Faloutsos,Hybrid Index Organizations for Text Databases.
http://www.gra.fo/publication/Jürgen_Dix,Classifying Semantics of Disjunctive Logic Programs.
http://www.gra.fo/publication/Rodney_Farrow,LINGUIST-86: Yet Another Translator Writing System Based On Attribute Grammars.
http://www.gra.fo/publication/Kaushik_Chakrabarti,Efficient Concurrency Control in Multidimensional Access Methods.
http://www.gra.fo/publication/Tim_Andrews,Combining Language and Database Advances in an Object-Oriented Development Environment.
http://www.gra.fo/publication/Jan_Chomicki,On the Feasibility of Checking Temporal Integrity Constraints.
http://www.gra.fo/publication/Aris_M__Ouksel,Concurrency In Multidimensional Linear Hashing.
http://www.gra.fo/publication/Amit_P__Sheth,Integrating Locking and Optimistic Concurrency Control in Distributed Database Systems.
http://www.gra.fo/publication/Klaus_Küspert,Cooperative Object Buffer Management in the Advanced Information Management Prototype.
http://www.gra.fo/publication/Yannis_E__Ioannidis,Query Optimization by Simulated Annealing.
http://www.gra.fo/publication/Karl_Aberer,Semantic Query Optimization for Methods in Object-Oriented Database Systems.
http://www.gra.fo/publication/Guozhu_Dong,On Distributed Processibility of Datalog Queries by Decomposing Databases.
http://www.gra.fo/publication/Haim_Gaifman,Undecidable Optimization Problems for Database Logic Programs
http://www.gra.fo/publication/Ann_L__Chervenak,Performance of a RAID Prototype.
http://www.gra.fo/publication/Mehdi_T__Harandi,Rule Base Management Using Meta Knowledge.
http://www.gra.fo/publication/Eliseo_Clementini,A Small Set of Formal Topological Relationships Suitable for End-User Interaction.
http://www.gra.fo/publication/Jean_Marc_Cadiou,On Semantic Issues in the Relational Model of Data.
http://www.gra.fo/publication/Frank_Manola,On Relating the CODASYL Database Languages and the ANSI/SPARC Framework.
http://www.gra.fo/publication/Rong_Sun,Performance Results in Multiversion Timestamp Concurrency Control with Predeclared Writesets.
http://www.gra.fo/publication/Teodor_C__Przymusinski,Three-Valued Formalizations of Non-Monotonic Reasoning and Logic Programming.
http://www.gra.fo/publication/Tomasz_Imielinski,Query Processing in Deductive Databases with Incomplete Information.
http://www.gra.fo/publication/Udo_W__Lipeck,Modelling and Manipulating Objects in Geoscientific Databases.
http://www.gra.fo/publication/Lei_Sheng,A Graph Query Language and Its Query Processing.
http://www.gra.fo/publication/Dennis_McLeod,The Translation and Compatibility of SEQUEL and Query by Example.
http://www.gra.fo/publication/Rakesh_Agrawal_____,Developing Tightly-Coupled Data Mining Applications on a Relational Database System.
http://www.gra.fo/publication/Harlan_D__Mills,Software Development (Abstract).
http://www.gra.fo/publication/Jean_Luc_Hainaut,Theoretical and Practical Tools for Data Base Design
http://www.gra.fo/publication/Marc_Andries,Concepts for Graph-Oriented Object Manipulation.
http://www.gra.fo/publication/Herman_Iline,Extending Logic Programming to Object Programming: The System Lap.
http://www.gra.fo/publication/Uwe_M__Borghoff,Voting and Relocation Strategies Preserving Consistency among Replicated Files.
http://www.gra.fo/publication/Vijay_M__Sarathy,Algebraic Foundation and Optimization for Object Based Query Languages.
http://www.gra.fo/publication/Munindar_P__Singh,Synthesizing Distributed Constrained Events from Transactional Workflow.
http://www.gra.fo/publication/Pattie_Maes,Learning Interface Agents.
http://www.gra.fo/publication/Gary_D__Walborn,Supporting Semantics-Based Transaction Processing in Mobile Database Applications.
http://www.gra.fo/publication/Mark_Sullivan,Using Write Protected Data Structures To Improve Software Fault Tolerance in Highly Available Database Management Systems.
http://www.gra.fo/publication/Garth_A__Gibson,File Server Scaling with Network-Attached Secure Disks.
http://www.gra.fo/publication/Pierre_Lescanne,From Lambda-sigma to Lambda-upsilon a Journey Through Calculi of Explicit Substitutions.
http://www.gra.fo/publication/Junkang_Feng,"""The Notion of """"Classes of a Path"""" in ER Schemas."""
http://www.gra.fo/publication/Krishnamurthi_Kannan,The Design of a Mass Memory for a Database Computer.
http://www.gra.fo/publication/Wolfgang_Thomas,Logical Aspects in the Study of Tree Languages.
http://www.gra.fo/publication/Diego_Calvanese,On the Decidability of Query Containment under Constraints.
http://www.gra.fo/publication/José_A__Blakeley,Microsoft Universal Data Access Platform.
http://www.gra.fo/publication/Alejandro_P__Buchmann,Active Object Systems.
http://www.gra.fo/publication/Eric_N__Hanson,A Predicate Matching Algorithm for Database Rule Systems.
http://www.gra.fo/publication/Georges_Gardarin,Scheduling Algorithms for Avoiding Inconsistency in Large Databases.
http://www.gra.fo/publication/Richard_J__Lipton,Programming Aspects of VLSI.
http://www.gra.fo/publication/Eben_M__Haber,OPOSSUM: Desk-Top Schema Management through Customizable Visualization.
http://www.gra.fo/publication/Serge_Abiteboul,Regular Path Queries with Constraints.
http://www.gra.fo/publication/Serge_Abiteboul,Deciding Properties of Transactional Schemas.
http://www.gra.fo/publication/Serge_Abiteboul,A Transcation Language Complete for Database Update and Specification.
http://www.gra.fo/publication/Serge_Abiteboul,Procedural and Declarative Database Update Languages.
http://www.gra.fo/publication/Serge_Abiteboul,Transactions and Integrity Constraints.
http://www.gra.fo/publication/Doron_Rotem,Extendible Arrays for Statistical Databases and OLAP Applications.
http://www.gra.fo/publication/Marianne_Winslett,Updates with Equality: Beyond the Herbrand Universe Assumption.
http://www.gra.fo/publication/Karen_Smith_Catlin,Hypermedia Templates: An Author's Tool.
http://www.gra.fo/publication/Nomi_L__Harris,Mega-Classification: Discovering Motifs in Massive Datastreams.
