IRI,first_name,last_name
http://www.gra.fo/publication/Barbara_Liskov,Barbara,Liskov
http://www.gra.fo/publication/L__Van_Warren,L. Van,Warren
http://www.gra.fo/publication/Yamini_Vasanth,Yamini,Vasanth
http://www.gra.fo/publication/Martin_Steeg,Martin,Steeg
http://www.gra.fo/publication/Reiji_Nakajima,Reiji,Nakajima
http://www.gra.fo/publication/Armando_Fox,Armando,Fox
http://www.gra.fo/publication/Randall_G__Bello,Randall G.,Bello
http://www.gra.fo/publication/Lorenzo_Vita,Lorenzo,Vita
http://www.gra.fo/publication/Karin_Petersen,Karin,Petersen
http://www.gra.fo/publication/Eugene_Ding,Eugene,Ding
http://www.gra.fo/publication/Susan_T__Dumais,Susan T.,Dumais
http://www.gra.fo/publication/Johan_Håstad,Johan,Håstad
http://www.gra.fo/publication/Atsuhiro_Goto,Atsuhiro,Goto
http://www.gra.fo/publication/Wonhee_Sull,Wonhee,Sull
http://www.gra.fo/publication/Alain_Colmerauer,Alain,Colmerauer
http://www.gra.fo/publication/Louis_M__Gutentag,Louis M.,Gutentag
http://www.gra.fo/publication/Ronald_L__Rivest,Ronald L.,Rivest
http://www.gra.fo/publication/Robert_W__Mantha,Robert W.,Mantha
http://www.gra.fo/publication/A__M__R__Smith,A. M. R.,Smith
http://www.gra.fo/publication/Darrell_Conklin,Darrell,Conklin
http://www.gra.fo/publication/Hans_Kleine_Büning,Hans Kleine,Büning
http://www.gra.fo/publication/Theodore_R__Bashkow,Theodore R.,Bashkow
http://www.gra.fo/publication/Edward_Wobber,Edward,Wobber
http://www.gra.fo/publication/Anil_Kumar,Anil,Kumar
http://www.gra.fo/publication/Alistair_G__Sutcliffe,Alistair G.,Sutcliffe
http://www.gra.fo/publication/Janet_J__Prichard,Janet J.,Prichard
http://www.gra.fo/publication/Michel_Habib,Michel,Habib
http://www.gra.fo/publication/C__J__Rosenquist,C. J.,Rosenquist
http://www.gra.fo/publication/Luis_Felipe_Cabrera,Luis-Felipe,Cabrera
http://www.gra.fo/publication/T__Anderson,T.,Anderson
http://www.gra.fo/publication/David_A__Padua,David A.,Padua
http://www.gra.fo/publication/P__Cotten,P.,Cotten
http://www.gra.fo/publication/Michael_D__Cohen,Michael D.,Cohen
http://www.gra.fo/publication/Angelo_Monfroglio,Angelo,Monfroglio
http://www.gra.fo/publication/Koichi_Fukunaga,Koichi,Fukunaga
http://www.gra.fo/publication/C__Greg_Plaxton,C. Greg,Plaxton
http://www.gra.fo/publication/Warren_Burton,Warren,Burton
http://www.gra.fo/publication/J__Wesley_Graham,J. Wesley,Graham
http://www.gra.fo/publication/Robert_E__Webber,Robert E.,Webber
http://www.gra.fo/publication/Jamshed_H__Mirza,Jamshed H.,Mirza
http://www.gra.fo/publication/Jiansan_Chen,Jiansan,Chen
http://www.gra.fo/publication/Peter_Biebricher,Peter,Biebricher
http://www.gra.fo/publication/Amit_Shukla,Amit,Shukla
http://www.gra.fo/publication/Alex_Gorelik,Alex,Gorelik
http://www.gra.fo/publication/Jerome_Vouillon,Jerome,Vouillon
http://www.gra.fo/publication/Matthew_Self,Matthew,Self
http://www.gra.fo/publication/Klaus_Kratzer,Klaus,Kratzer
http://www.gra.fo/publication/Mark_B__Trakhtenbrot,Mark B.,Trakhtenbrot
http://www.gra.fo/publication/Bernhard_Ertl,Bernhard,Ertl
http://www.gra.fo/publication/Paolo_Terenziani,Paolo,Terenziani
http://www.gra.fo/publication/Ran_Canetti,Ran,Canetti
http://www.gra.fo/publication/Eli_Upfal,Eli,Upfal
http://www.gra.fo/publication/Oleg_T__Balovnev,Oleg T.,Balovnev
http://www.gra.fo/publication/Linda_Pagli,Linda,Pagli
http://www.gra.fo/publication/Zsolt_Kovacs,Zsolt,Kovacs
http://www.gra.fo/publication/Soon_J__Hyun,Soon J.,Hyun
http://www.gra.fo/publication/Chun_Nan_Hsu,Chun-Nan,Hsu
http://www.gra.fo/publication/Mark_T__Carges,Mark T.,Carges
http://www.gra.fo/publication/Horace_J__Meng,Horace J.,Meng
http://www.gra.fo/publication/Michael_P__Marrone,Michael P.,Marrone
http://www.gra.fo/publication/Jerome_Robinson,Jerome,Robinson
http://www.gra.fo/publication/Éva_Tardos,Éva,Tardos
http://www.gra.fo/publication/Yiwen_Yin,Yiwen,Yin
http://www.gra.fo/publication/Koral_Ilgun,Koral,Ilgun
http://www.gra.fo/publication/Nicoletta_De_Francesco,Nicoletta De,Francesco
http://www.gra.fo/publication/Sébastien_Ailleret,Sébastien,Ailleret
http://www.gra.fo/publication/Travis_Emmitt,Travis,Emmitt
http://www.gra.fo/publication/Stephen_Grossberg,Stephen,Grossberg
http://www.gra.fo/publication/Mokrane_Bouzeghoub,Mokrane,Bouzeghoub
http://www.gra.fo/publication/Win_Bo,Win,Bo
http://www.gra.fo/publication/David_W__Rhind,David W.,Rhind
http://www.gra.fo/publication/Raphael_Yuster,Raphael,Yuster
http://www.gra.fo/publication/Yong_Cho,Yong,Cho
http://www.gra.fo/publication/Wanda_J__Orlikowski,Wanda J.,Orlikowski
http://www.gra.fo/publication/Karl_Kleissner,Karl,Kleissner
http://www.gra.fo/publication/Michel_Scholl,Michel,Scholl
http://www.gra.fo/publication/Bharat_K__Bhargava,Bharat K.,Bhargava
http://www.gra.fo/publication/Aruna_Rao,Aruna,Rao
http://www.gra.fo/publication/Rajni_Goel,Rajni,Goel
http://www.gra.fo/publication/Jörg_Graf,Jörg,Graf
http://www.gra.fo/publication/Dann_Danley,Dann,Danley
http://www.gra.fo/publication/Hong_Va_Leong,Hong Va,Leong
http://www.gra.fo/publication/Yi_Hung_Wu,Yi-Hung,Wu
http://www.gra.fo/publication/Freddy_Fierens,Freddy,Fierens
http://www.gra.fo/publication/Gautam_Ray,Gautam,Ray
http://www.gra.fo/publication/Peter_A__Franaszek,Peter A.,Franaszek
http://www.gra.fo/publication/Jae_young_Chang,Jae-young,Chang
http://www.gra.fo/publication/Mohan_Tanniru,Mohan,Tanniru
http://www.gra.fo/publication/Tetsuro_Ito,Tetsuro,Ito
http://www.gra.fo/publication/Eric_J__Bina,Eric J.,Bina
http://www.gra.fo/publication/Norbert_Ramsperger,Norbert,Ramsperger
http://www.gra.fo/publication/Brigitte_Plateau,Brigitte,Plateau
http://www.gra.fo/publication/Wei_Ding,Wei,Ding
http://www.gra.fo/publication/Véronique_Benzaken,Véronique,Benzaken
http://www.gra.fo/publication/Guy_M__Lohman,Guy M.,Lohman
http://www.gra.fo/publication/T__Missinai,T.,Missinai
http://www.gra.fo/publication/JiYoung_Chung,JiYoung,Chung
http://www.gra.fo/publication/H__Rex_Hartson,H. Rex,Hartson
http://www.gra.fo/publication/Geoffrey_Phipps,Geoffrey,Phipps
http://www.gra.fo/publication/Alan_P__Batson,Alan P.,Batson
http://www.gra.fo/publication/Shiow_yang_Wu,Shiow-yang,Wu
http://www.gra.fo/publication/Robert_M__Curtice,Robert M.,Curtice
http://www.gra.fo/publication/Gilles_Kahn,Gilles,Kahn
http://www.gra.fo/publication/Allison_Woodruff,Allison,Woodruff
http://www.gra.fo/publication/Gerhard_Friedrich,Gerhard,Friedrich
http://www.gra.fo/publication/Shaun_Liu,Shaun,Liu
http://www.gra.fo/publication/Manfred_Reichert,Manfred,Reichert
http://www.gra.fo/publication/Jay_C__Weber,Jay C.,Weber
http://www.gra.fo/publication/Alexander_Kogan,Alexander,Kogan
http://www.gra.fo/publication/Claude_Trépied,Claude,Trépied
http://www.gra.fo/publication/Kaihu_Chen,Kaihu,Chen
http://www.gra.fo/publication/Scott_A__Fay,Scott A.,Fay
http://www.gra.fo/publication/Fernando_Machuca,Fernando,Machuca
http://www.gra.fo/publication/Kevin_B__Kenny,Kevin B.,Kenny
http://www.gra.fo/publication/Gary_T__Leavens,Gary T.,Leavens
http://www.gra.fo/publication/David_Glance,David,Glance
http://www.gra.fo/publication/Peter_Padawitz,Peter,Padawitz
http://www.gra.fo/publication/Konstantin_V__Shvachko,Konstantin V.,Shvachko
http://www.gra.fo/publication/Christof_Peltason,Christof,Peltason
http://www.gra.fo/publication/Ho_Soo_Lee,Ho Soo,Lee
http://www.gra.fo/publication/Carol_Lafond,Carol,Lafond
http://www.gra.fo/publication/Aloysius_Cornelio,Aloysius,Cornelio
http://www.gra.fo/publication/E__Fortunato,E.,Fortunato
http://www.gra.fo/publication/Paul_E__Johnson,Paul E.,Johnson
http://www.gra.fo/publication/David_Notkin,David,Notkin
http://www.gra.fo/publication/Yuan_Yan_Tang,Yuan Yan,Tang
http://www.gra.fo/publication/Hideyo_Kawakita,Hideyo,Kawakita
http://www.gra.fo/publication/Gia_Toan_Nguyen,Gia Toan,Nguyen
http://www.gra.fo/publication/Michael_L__Greenberg,Michael L.,Greenberg
http://www.gra.fo/publication/Hideki_Tsushima,Hideki,Tsushima
http://www.gra.fo/publication/Raj_Jain,Raj,Jain
http://www.gra.fo/publication/Monika_Rauch_Henzinger,Monika Rauch,Henzinger
http://www.gra.fo/publication/Gary_Larson,Gary,Larson
http://www.gra.fo/publication/T__M__Hsieh,T. M.,Hsieh
http://www.gra.fo/publication/James_B__Moen,James B.,Moen
http://www.gra.fo/publication/S__Goutas,S.,Goutas
http://www.gra.fo/publication/Gerald_Cohen,Gerald,Cohen
http://www.gra.fo/publication/Michael_A__Pechura,Michael A.,Pechura
http://www.gra.fo/publication/Craig_Schaffert,Craig,Schaffert
http://www.gra.fo/publication/Paul_L__Bergstein,Paul L.,Bergstein
http://www.gra.fo/publication/John_Jules_Ch__Meyer,John-Jules Ch.,Meyer
http://www.gra.fo/publication/Ray_Offen,Ray,Offen
http://www.gra.fo/publication/James_W__Stamos,James W.,Stamos
http://www.gra.fo/publication/Jack_J__Dongarra,Jack J.,Dongarra
http://www.gra.fo/publication/P__C__Wong,P. C.,Wong
http://www.gra.fo/publication/Shirish_Hemant_Phatak,Shirish Hemant,Phatak
http://www.gra.fo/publication/Minoru_Tanaka,Minoru,Tanaka
http://www.gra.fo/publication/Abderrahmane_Aggoun,Abderrahmane,Aggoun
http://www.gra.fo/publication/Thibault_Estier,Thibault,Estier
http://www.gra.fo/publication/Thodoros_Topaloglou,Thodoros,Topaloglou
http://www.gra.fo/publication/S__Sudarshan_____,S. Sudarshan,0001
http://www.gra.fo/publication/Bruce_D__Kyle,Bruce D.,Kyle
http://www.gra.fo/publication/William_Perrizo,William,Perrizo
http://www.gra.fo/publication/Camilla_Schwind,Camilla,Schwind
http://www.gra.fo/publication/Craig_Federighi,Craig,Federighi
http://www.gra.fo/publication/Suzanne_Sluizer,Suzanne,Sluizer
http://www.gra.fo/publication/David_A__Mosher,David A.,Mosher
http://www.gra.fo/publication/Ilvio_Bruder,Ilvio,Bruder
http://www.gra.fo/publication/Eric_Wefald,Eric,Wefald
http://www.gra.fo/publication/P__S__Neuman,P. S.,Neuman
http://www.gra.fo/publication/John_S__Breese,John S.,Breese
http://www.gra.fo/publication/J__K__Aggarwal,J. K.,Aggarwal
http://www.gra.fo/publication/Deepa_Krishnan,Deepa,Krishnan
http://www.gra.fo/publication/Andrew_D__M__Walker,Andrew D. M.,Walker
http://www.gra.fo/publication/M__Mauldin,M.,Mauldin
http://www.gra.fo/publication/Holger_Stiefeling,Holger,Stiefeling
http://www.gra.fo/publication/Philippe_Picouet,Philippe,Picouet
http://www.gra.fo/publication/Jianxin_Zhao,Jianxin,Zhao
http://www.gra.fo/publication/Nobuko_Nathan,Nobuko,Nathan
http://www.gra.fo/publication/David_Brill,David,Brill
http://www.gra.fo/publication/The_Tandem_Performance_Group,The Tandem Performance,Group
http://www.gra.fo/publication/Larry_Stead,Larry,Stead
http://www.gra.fo/publication/Filippo_Tangorra,Filippo,Tangorra
http://www.gra.fo/publication/Spyros_Sioutas,Spyros,Sioutas
http://www.gra.fo/publication/Shelley_Tselepis,Shelley,Tselepis
http://www.gra.fo/publication/Liuba_Shrira,Liuba,Shrira
http://www.gra.fo/publication/Ashok_Savasere,Ashok,Savasere
http://www.gra.fo/publication/Philip_M__Lewis,Philip M.,Lewis
http://www.gra.fo/publication/Gary_Strohm,Gary,Strohm
http://www.gra.fo/publication/Jiong_Yang,Jiong,Yang
http://www.gra.fo/publication/Ghaleb_Abdulla,Ghaleb,Abdulla
http://www.gra.fo/publication/Lawrence_S__Moss,Lawrence S.,Moss
http://www.gra.fo/publication/Gail_L__Rein,Gail L.,Rein
http://www.gra.fo/publication/Bengt_Eftring,Bengt,Eftring
http://www.gra.fo/publication/Etienne_Grandjean,Etienne,Grandjean
http://www.gra.fo/publication/Sean_Luke,Sean,Luke
http://www.gra.fo/publication/Michele_Melchiori,Michele,Melchiori
http://www.gra.fo/publication/Abdelmoula_El_Hamdouchi,Abdelmoula,El-Hamdouchi
http://www.gra.fo/publication/Martin_Glinz,Martin,Glinz
http://www.gra.fo/publication/Jon_O_Brien,Jon,O'Brien
http://www.gra.fo/publication/Ying_Lu,Ying,Lu
http://www.gra.fo/publication/Chiaki_Ishikawa,Chiaki,Ishikawa
http://www.gra.fo/publication/Kurt_Engel,Kurt,Engel
http://www.gra.fo/publication/Norman_Raver,Norman,Raver
http://www.gra.fo/publication/Sunil_S__Nair,Sunil S.,Nair
http://www.gra.fo/publication/Rachad_Youssef,Rachad,Youssef
http://www.gra.fo/publication/Hwan_Seung_Yong,Hwan-Seung,Yong
http://www.gra.fo/publication/Brian_Milnes,Brian,Milnes
http://www.gra.fo/publication/Jeffery_Staley,Jeffery,Staley
http://www.gra.fo/publication/Antonio_L__Furtado,Antonio L.,Furtado
http://www.gra.fo/publication/Dwijendra_K__Ray_Chaudhuri,Dwijendra K.,Ray-Chaudhuri
http://www.gra.fo/publication/Jian_Yang_____,Jian Yang,0001
http://www.gra.fo/publication/Wendy_Powley,Wendy,Powley
http://www.gra.fo/publication/Hans_Langmaack,Hans,Langmaack
http://www.gra.fo/publication/Pei_Jyun_Leu,Pei-Jyun,Leu
http://www.gra.fo/publication/John_C__Klensin,John C.,Klensin
http://www.gra.fo/publication/Steven_Rudich,Steven,Rudich
http://www.gra.fo/publication/Ying_W__Ng,Ying W.,Ng
http://www.gra.fo/publication/Bostjan_Brumen,Bostjan,Brumen
http://www.gra.fo/publication/P__D__Nanadikar,P. D.,Nanadikar
http://www.gra.fo/publication/Nicola_Leone,Nicola,Leone
http://www.gra.fo/publication/Robert_O__Berg,Robert O.,Berg
http://www.gra.fo/publication/Ronald_J__Brachman,Ronald J.,Brachman
http://www.gra.fo/publication/M__G__Martynov,M. G.,Martynov
http://www.gra.fo/publication/Mikhail_R__Kogalovsky,Mikhail R.,Kogalovsky
http://www.gra.fo/publication/Milena_Diotallevi,Milena,Diotallevi
http://www.gra.fo/publication/Niels_Christian_Juul,Niels Christian,Juul
http://www.gra.fo/publication/J__Z__Li,J. Z.,Li
http://www.gra.fo/publication/Charles_L__Viles,Charles L.,Viles
http://www.gra.fo/publication/Kimmo_Hätönen,Kimmo,Hätönen
http://www.gra.fo/publication/Robert_A__Morris_____,Robert A. Morris,0001
http://www.gra.fo/publication/Giulia_Pagallo,Giulia,Pagallo
http://www.gra.fo/publication/Ming_Yee_Lai,Ming-Yee,Lai
http://www.gra.fo/publication/Michael_E__Kudlac,Michael E.,Kudlac
http://www.gra.fo/publication/Varadharajan_Sridhar,Varadharajan,Sridhar
http://www.gra.fo/publication/Gillian_Dobbie,Gillian,Dobbie
http://www.gra.fo/publication/James_R__Chen,James R.,Chen
http://www.gra.fo/publication/Yann_Viémont,Yann,Viémont
http://www.gra.fo/publication/Anand_Rajaraman,Anand,Rajaraman
http://www.gra.fo/publication/Vittorio_Castelli,Vittorio,Castelli
http://www.gra.fo/publication/Nicolas_D__Georganas,Nicolas D.,Georganas
http://www.gra.fo/publication/Steven_L__Rohall,Steven L.,Rohall
http://www.gra.fo/publication/Haiyan_Hasse_Ye,Haiyan,Hasse-Ye
http://www.gra.fo/publication/D__I__Howells,D. I.,Howells
http://www.gra.fo/publication/Y__Li,Y.,Li
http://www.gra.fo/publication/Hendra_Suwanda,Hendra,Suwanda
http://www.gra.fo/publication/Chung_T__Kwok,Chung T.,Kwok
http://www.gra.fo/publication/Babak_Hamidzadeh,Babak,Hamidzadeh
http://www.gra.fo/publication/Marco_Maggini,Marco,Maggini
http://www.gra.fo/publication/Guy_Fitzgerald,Guy,Fitzgerald
http://www.gra.fo/publication/Harumi_A__Kuno,Harumi A.,Kuno
http://www.gra.fo/publication/Mark_A__Franklin,Mark A.,Franklin
http://www.gra.fo/publication/T__J__Wagner,T. J.,Wagner
http://www.gra.fo/publication/Günter_von_Bültzingsloewen,Günter von,Bültzingsloewen
http://www.gra.fo/publication/Tianran_Wang,Tianran,Wang
http://www.gra.fo/publication/Jeffrey_B__Remmel,Jeffrey B.,Remmel
http://www.gra.fo/publication/S__Sitharama_Iyengar,S. Sitharama,Iyengar
http://www.gra.fo/publication/Ana_Ripoll,Ana,Ripoll
http://www.gra.fo/publication/Jeff_Erickson_____,Jeff Erickson,0001
http://www.gra.fo/publication/Surnjani_Djoko,Surnjani,Djoko
http://www.gra.fo/publication/Hui_I_Hsiao,Hui-I,Hsiao
http://www.gra.fo/publication/Stuart_C__Schwartz,Stuart C.,Schwartz
http://www.gra.fo/publication/J__Ross_Beveridge,J. Ross,Beveridge
http://www.gra.fo/publication/F__W__Reeve,F. W.,Reeve
http://www.gra.fo/publication/K__Mani_Chandy,K. Mani,Chandy
http://www.gra.fo/publication/Grigoris_Antoniou,Grigoris,Antoniou
http://www.gra.fo/publication/Graham_Eddy,Graham,Eddy
http://www.gra.fo/publication/Michael_J__West,Michael J.,West
http://www.gra.fo/publication/Joanne_L__Martin,Joanne L.,Martin
http://www.gra.fo/publication/Claudia_Rolker,Claudia,Rolker
http://www.gra.fo/publication/Yasuhiko_Yokote,Yasuhiko,Yokote
http://www.gra.fo/publication/Spencer_W__Ng,Spencer W.,Ng
http://www.gra.fo/publication/Jim_Buffenbarger,Jim,Buffenbarger
http://www.gra.fo/publication/Giorgio_Brajnik,Giorgio,Brajnik
http://www.gra.fo/publication/Dong_Joon_Kim,Dong Joon,Kim
http://www.gra.fo/publication/Paul_B__Callahan,Paul B.,Callahan
http://www.gra.fo/publication/G__Lawrence_Krablin,G. Lawrence,Krablin
http://www.gra.fo/publication/Iris_Sheauyin_Chu,Iris Sheauyin,Chu
http://www.gra.fo/publication/Bernd_Fischer_____,Bernd Fischer,0002
http://www.gra.fo/publication/S__Scrivano,S.,Scrivano
http://www.gra.fo/publication/Sougata_Mukherjea,Sougata,Mukherjea
http://www.gra.fo/publication/Peter_Nees,Peter,Nees
http://www.gra.fo/publication/José_Meseguer,José,Meseguer
http://www.gra.fo/publication/Carsten_Sapia,Carsten,Sapia
http://www.gra.fo/publication/Kenneth_H__Fasman,Kenneth H.,Fasman
http://www.gra.fo/publication/Richard_P__LaRowe_Jr_,Richard P. LaRowe,Jr.
http://www.gra.fo/publication/Michael_L__Begeman,Michael L.,Begeman
http://www.gra.fo/publication/Allan_Gottlieb,Allan,Gottlieb
http://www.gra.fo/publication/William_Hugh_Murray,William Hugh,Murray
http://www.gra.fo/publication/Mikkel_Thorup,Mikkel,Thorup
http://www.gra.fo/publication/Alan_Bundy,Alan,Bundy
http://www.gra.fo/publication/Alessandra_Chiuderi,Alessandra,Chiuderi
http://www.gra.fo/publication/Marie_Laure_Mugnier,Marie-Laure,Mugnier
http://www.gra.fo/publication/Sascha_Böhme,Sascha,Böhme
http://www.gra.fo/publication/Karim_Hussein,Karim,Hussein
http://www.gra.fo/publication/I__J__Heath,I. J.,Heath
http://www.gra.fo/publication/Weidong_Chen_____,Weidong Chen,0011
http://www.gra.fo/publication/Weidong_Chen_____,Weidong Chen,0005
http://www.gra.fo/publication/Malcolm_Bauer,Malcolm,Bauer
http://www.gra.fo/publication/Markus_Sohlenkamp,Markus,Sohlenkamp
http://www.gra.fo/publication/Xu_Yu,Xu,Yu
http://www.gra.fo/publication/Karl_Aberer,Karl,Aberer
http://www.gra.fo/publication/Fernando_Gomez,Fernando,Gomez
http://www.gra.fo/publication/Prabaharan_I__Swarnam,Prabaharan I.,Swarnam
http://www.gra.fo/publication/Yishai_A__Feldman,Yishai A.,Feldman
http://www.gra.fo/publication/J__Leo,J.,Leo
http://www.gra.fo/publication/L__Van_Cadsand,L. Van,Cadsand
http://www.gra.fo/publication/J__P__L__Brand,J. P. L.,Brand
http://www.gra.fo/publication/Jia_Chen,Jia,Chen
http://www.gra.fo/publication/Somesh_Jha,Somesh,Jha
http://www.gra.fo/publication/Gerhard_A__Schloss,Gerhard A.,Schloss
http://www.gra.fo/publication/Peri_L__Tarr,Peri L.,Tarr
http://www.gra.fo/publication/Keh_Wei_Chen,Keh-Wei,Chen
http://www.gra.fo/publication/M__T__Sager,M. T.,Sager
http://www.gra.fo/publication/Nicholas_J__Radcliffe,Nicholas J.,Radcliffe
http://www.gra.fo/publication/J__Tuomi,J.,Tuomi
http://www.gra.fo/publication/J__Miller,J.,Miller
http://www.gra.fo/publication/Horst_Biller,Horst,Biller
http://www.gra.fo/publication/Matthew_L__Hess,Matthew L.,Hess
http://www.gra.fo/publication/Kave_Eshghi,Kave,Eshghi
http://www.gra.fo/publication/George_L__Sicherman,George L.,Sicherman
http://www.gra.fo/publication/Paul_Rovner,Paul,Rovner
http://www.gra.fo/publication/Jae_Cheol_Kwak,Jae Cheol,Kwak
http://www.gra.fo/publication/Eirik_Dahle,Eirik,Dahle
http://www.gra.fo/publication/Moshe_Dubiner,Moshe,Dubiner
http://www.gra.fo/publication/Jerome_M__Fox,Jerome M.,Fox
http://www.gra.fo/publication/Christian_Laasch,Christian,Laasch
http://www.gra.fo/publication/Kirsten_L__Jones,Kirsten L.,Jones
http://www.gra.fo/publication/Hans_Hermann_Brüggemann,Hans Hermann,Brüggemann
http://www.gra.fo/publication/N__Asokan,N.,Asokan
http://www.gra.fo/publication/Andreas_Abecker,Andreas,Abecker
http://www.gra.fo/publication/Richard_N__Taylor,Richard N.,Taylor
http://www.gra.fo/publication/Jia_bing_R__Cheng,Jia-bing R.,Cheng
http://www.gra.fo/publication/Eui_Kyeong_Hong,Eui Kyeong,Hong
http://www.gra.fo/publication/Jonathan_Slocum,Jonathan,Slocum
http://www.gra.fo/publication/John_P__Robinson,John P.,Robinson
http://www.gra.fo/publication/Alan_H__Goldfine,Alan H.,Goldfine
http://www.gra.fo/publication/Michael_Zielonka,Michael,Zielonka
http://www.gra.fo/publication/Peter_Buneman,Peter,Buneman
http://www.gra.fo/publication/Yanchun_Zhang,Yanchun,Zhang
http://www.gra.fo/publication/David_McDonald,David,McDonald
http://www.gra.fo/publication/Charles_R__Dyer,Charles R.,Dyer
http://www.gra.fo/publication/Ernest_J__H__Chang,Ernest J. H.,Chang
http://www.gra.fo/publication/Albert_Vernon,Albert,Vernon
http://www.gra.fo/publication/Charles_D__Coleman,Charles D.,Coleman
http://www.gra.fo/publication/J__L__Han_Oei,J. L. Han,Oei
http://www.gra.fo/publication/Paul_Benninghoff,Paul,Benninghoff
http://www.gra.fo/publication/John_G__Kollias,John G.,Kollias
http://www.gra.fo/publication/Sarah_Conger,Sarah,Conger
http://www.gra.fo/publication/Pierre_Lavency,Pierre,Lavency
http://www.gra.fo/publication/James_Bedford_Roberts,James,Bedford-Roberts
http://www.gra.fo/publication/Dieter_Gawlick,Dieter,Gawlick
http://www.gra.fo/publication/Rodney_Farrow,Rodney,Farrow
http://www.gra.fo/publication/Graeme_Hirst,Graeme,Hirst
http://www.gra.fo/publication/G__R__Rose,G. R.,Rose
http://www.gra.fo/publication/Michael_Marmann,Michael,Marmann
http://www.gra.fo/publication/Sridhar_Rajagopalan,Sridhar,Rajagopalan
http://www.gra.fo/publication/Gregor_Joeris,Gregor,Joeris
http://www.gra.fo/publication/Maurizio_Talamo,Maurizio,Talamo
http://www.gra.fo/publication/Slimane_Hammoudi,Slimane,Hammoudi
http://www.gra.fo/publication/Daniel_E__Geer_Jr_,Daniel E. Geer,Jr.
http://www.gra.fo/publication/Masaaki_Aoshima,Masaaki,Aoshima
http://www.gra.fo/publication/Jiangling_Wan,Jiangling,Wan
http://www.gra.fo/publication/T__Lang,T.,Lang
http://www.gra.fo/publication/Ambuj_K__Singh,Ambuj K.,Singh
http://www.gra.fo/publication/Nabil_R__Adam,Nabil R.,Adam
http://www.gra.fo/publication/Mark_S__Ackerman,Mark S.,Ackerman
http://www.gra.fo/publication/Joanne_Bechta_Dugan,Joanne Bechta,Dugan
http://www.gra.fo/publication/Masanobu_Ogata,Masanobu,Ogata
http://www.gra.fo/publication/Etienne_Morel,Etienne,Morel
http://www.gra.fo/publication/Isabella_Gagliardi,Isabella,Gagliardi
http://www.gra.fo/publication/Hubert_de_Fraysseix,Hubert de,Fraysseix
http://www.gra.fo/publication/Raven_Wallace,Raven,Wallace
http://www.gra.fo/publication/Rick_Kazman,Rick,Kazman
http://www.gra.fo/publication/Robert_M__Haralick,Robert M.,Haralick
http://www.gra.fo/publication/Pok_Sze_Wong,Pok Sze,Wong
http://www.gra.fo/publication/Stefan_Pappe,Stefan,Pappe
http://www.gra.fo/publication/Vinay_S__Pai,Vinay S.,Pai
http://www.gra.fo/publication/Michael_Persin,Michael,Persin
http://www.gra.fo/publication/Dusan_Cakmakov,Dusan,Cakmakov
http://www.gra.fo/publication/Paul_Nielsen,Paul,Nielsen
http://www.gra.fo/publication/Deepak_R__Kenchammana_Hosekote,Deepak R.,Kenchammana-Hosekote
http://www.gra.fo/publication/G__Müller,G.,Müller
http://www.gra.fo/publication/Magdalena_Feldhoffer,Magdalena,Feldhoffer
http://www.gra.fo/publication/Michel_Crampes,Michel,Crampes
http://www.gra.fo/publication/Lara_D__Catledge,Lara D.,Catledge
http://www.gra.fo/publication/Pamela_Zave,Pamela,Zave
http://www.gra.fo/publication/Yutaka_Sasaki,Yutaka,Sasaki
http://www.gra.fo/publication/Alexander_Frommelt,Alexander,Frommelt
http://www.gra.fo/publication/Paola_Velardi,Paola,Velardi
http://www.gra.fo/publication/Wolf_Kohn,Wolf,Kohn
http://www.gra.fo/publication/M__Guggino,M.,Guggino
http://www.gra.fo/publication/David_A__Randell,David A.,Randell
http://www.gra.fo/publication/Ming_Tan,Ming,Tan
http://www.gra.fo/publication/Peter_Zabback,Peter,Zabback
http://www.gra.fo/publication/Naoki_Akaboshi,Naoki,Akaboshi
http://www.gra.fo/publication/Yoshiharu_Matsumoto,Yoshiharu,Matsumoto
http://www.gra.fo/publication/Arnaldo_V__Moura,Arnaldo V.,Moura
http://www.gra.fo/publication/Richard_G__Ramirez,Richard G.,Ramirez
http://www.gra.fo/publication/Dean_B__Krafft,Dean B.,Krafft
http://www.gra.fo/publication/Elizabeth_N__Fong,Elizabeth N.,Fong
http://www.gra.fo/publication/John_W__Tukey,John W.,Tukey
http://www.gra.fo/publication/A__Perko,A.,Perko
http://www.gra.fo/publication/Heggere_S__Ranganath,Heggere S.,Ranganath
http://www.gra.fo/publication/Philip_Laird,Philip,Laird
http://www.gra.fo/publication/Gregory_E__Shannon,Gregory E.,Shannon
http://www.gra.fo/publication/Norbert_Weißenberg,Norbert,Weißenberg
http://www.gra.fo/publication/Jun_Sekine,Jun,Sekine
http://www.gra.fo/publication/Douglas_M__Bates,Douglas M.,Bates
http://www.gra.fo/publication/Hardeep_Singh,Hardeep,Singh
http://www.gra.fo/publication/Yonatan_Aumann,Yonatan,Aumann
http://www.gra.fo/publication/Robert_H__Wentworth,Robert H.,Wentworth
http://www.gra.fo/publication/Mark_R__Heckman,Mark R.,Heckman
http://www.gra.fo/publication/David_Cock,David,Cock
http://www.gra.fo/publication/Wolfgang_Oberle,Wolfgang,Oberle
http://www.gra.fo/publication/Christian_Soutou,Christian,Soutou
