IRI,first_name,last_name
http://www.gra.fo/publication/Ching_Wei_Yeh,Ching-Wei,Yeh
http://www.gra.fo/publication/Richard_L__Hudson,Richard L.,Hudson
http://www.gra.fo/publication/Yahui_Chang,Yahui,Chang
http://www.gra.fo/publication/Michel_Couprie,Michel,Couprie
http://www.gra.fo/publication/Micah_Beck,Micah,Beck
http://www.gra.fo/publication/Brigitte_Kerhervé,Brigitte,Kerhervé
http://www.gra.fo/publication/Hubert_von_Braun,Hubert von,Braun
http://www.gra.fo/publication/Kurt_Reinhardt,Kurt,Reinhardt
http://www.gra.fo/publication/Michael_F__Mitoma,Michael F.,Mitoma
http://www.gra.fo/publication/Shai_Ben_David,Shai,Ben-David
http://www.gra.fo/publication/Robert_Stabl,Robert,Stabl
http://www.gra.fo/publication/Deborah_Swanberg,Deborah,Swanberg
http://www.gra.fo/publication/Ron_Sacks_Davis,Ron,Sacks-Davis
http://www.gra.fo/publication/Andrew_Laursen,Andrew,Laursen
http://www.gra.fo/publication/Boman_Irani,Boman,Irani
http://www.gra.fo/publication/Mark_L__Reynolds,Mark L.,Reynolds
http://www.gra.fo/publication/Jeffrey_K__Hollingsworth,Jeffrey K.,Hollingsworth
http://www.gra.fo/publication/David_Misunas,David,Misunas
http://www.gra.fo/publication/Jirun_Dong,Jirun,Dong
http://www.gra.fo/publication/Amar_Gupta,Amar,Gupta
http://www.gra.fo/publication/Raymond_A__Lorie,Raymond A.,Lorie
http://www.gra.fo/publication/John_L__Pokoski,John L.,Pokoski
http://www.gra.fo/publication/Olin_Bray,Olin,Bray
http://www.gra.fo/publication/Degi_Young,Degi,Young
http://www.gra.fo/publication/James_R__Cordy,James R.,Cordy
http://www.gra.fo/publication/Thomas_Ringel,Thomas,Ringel
http://www.gra.fo/publication/Grant_E__Weddell,Grant E.,Weddell
http://www.gra.fo/publication/Paul_R__Calder,Paul R.,Calder
http://www.gra.fo/publication/Murray_R__Berkowitz,Murray R.,Berkowitz
http://www.gra.fo/publication/Manuel_Mall,Manuel,Mall
http://www.gra.fo/publication/Carsten_Ihlemann,Carsten,Ihlemann
http://www.gra.fo/publication/Uwe_Röhm,Uwe,Röhm
http://www.gra.fo/publication/Kenichi_Hagihara,Kenichi,Hagihara
http://www.gra.fo/publication/Robert_L__Fountain,Robert L.,Fountain
http://www.gra.fo/publication/Takuo_Watanabe,Takuo,Watanabe
http://www.gra.fo/publication/Christopher_Williamson,Christopher,Williamson
http://www.gra.fo/publication/David_Huang,David,Huang
http://www.gra.fo/publication/Woochun_Jun,Woochun,Jun
http://www.gra.fo/publication/Joseph_Boykin,Joseph,Boykin
http://www.gra.fo/publication/Oscar_E__Landes,Oscar E.,Landes
http://www.gra.fo/publication/Abdelsalam_Heddaya,Abdelsalam,Heddaya
http://www.gra.fo/publication/David_K__Hsiao,David K.,Hsiao
http://www.gra.fo/publication/Adolph_D_Cunha,Adolph,D'Cunha
http://www.gra.fo/publication/Mike_Paterson,Mike,Paterson
http://www.gra.fo/publication/Karel_Skoupsý,Karel,Skoupsý
http://www.gra.fo/publication/Weicong_Shen,Weicong,Shen
http://www.gra.fo/publication/Berthold_Reinwald,Berthold,Reinwald
http://www.gra.fo/publication/Alberto_Marchetti_Spaccamela,Alberto,Marchetti-Spaccamela
http://www.gra.fo/publication/Samuel_F__Pilato,Samuel F.,Pilato
http://www.gra.fo/publication/Heiko_Ludwig,Heiko,Ludwig
http://www.gra.fo/publication/Marko_Balabanovic,Marko,Balabanovic
http://www.gra.fo/publication/Alberto_H__F__Laender,Alberto H. F.,Laender
http://www.gra.fo/publication/Georg_Walch,Georg,Walch
http://www.gra.fo/publication/Robert_L___Scot__Drysdale_III,Robert L. (Scot) Drysdale,III
http://www.gra.fo/publication/Achim_Kraiss,Achim,Kraiss
http://www.gra.fo/publication/Laurent_George_____,Laurent George,0001
http://www.gra.fo/publication/Sang_Hyuk_Son,Sang Hyuk,Son
http://www.gra.fo/publication/Thomas_Eiter,Thomas,Eiter
http://www.gra.fo/publication/Bernadette_Farias_Lóscio,Bernadette Farias,Lóscio
http://www.gra.fo/publication/Kacem_Zeroual,Kacem,Zeroual
http://www.gra.fo/publication/Xin_Zhang,Xin,Zhang
http://www.gra.fo/publication/Craig_Fields,Craig,Fields
http://www.gra.fo/publication/Keith_K__Park,Keith K.,Park
http://www.gra.fo/publication/Donald_F__Ferguson,Donald F.,Ferguson
http://www.gra.fo/publication/Emilia_Rosti,Emilia,Rosti
http://www.gra.fo/publication/Bud_Mishra,Bud,Mishra
http://www.gra.fo/publication/D__H__D__West,D. H. D.,West
http://www.gra.fo/publication/Weining_Wang,Weining,Wang
http://www.gra.fo/publication/Theodor_D__Sterling,Theodor D.,Sterling
http://www.gra.fo/publication/Louis_Burger,Louis,Burger
http://www.gra.fo/publication/Michael_Minock,Michael,Minock
http://www.gra.fo/publication/Peter_Kreps,Peter,Kreps
http://www.gra.fo/publication/K__Vidyasankar,K.,Vidyasankar
http://www.gra.fo/publication/Tolga_Gesli,Tolga,Gesli
http://www.gra.fo/publication/Vinay_Deshpande,Vinay,Deshpande
http://www.gra.fo/publication/Gary_Graunke,Gary,Graunke
http://www.gra.fo/publication/Jon_A__Solworth,Jon A.,Solworth
http://www.gra.fo/publication/Enzo_Carboni,Enzo,Carboni
http://www.gra.fo/publication/Fred_J__Pollack,Fred J.,Pollack
http://www.gra.fo/publication/Katherine_A__Eastaughffe,Katherine A.,Eastaughffe
http://www.gra.fo/publication/Laura_Tarantino,Laura,Tarantino
http://www.gra.fo/publication/Claude_Renvoise,Claude,Renvoise
http://www.gra.fo/publication/David_M__Nicol,David M.,Nicol
http://www.gra.fo/publication/Douglas_J__Joseph,Douglas J.,Joseph
http://www.gra.fo/publication/Kenji_Nishida,Kenji,Nishida
http://www.gra.fo/publication/Don_Min_Tsou,Don-Min,Tsou
http://www.gra.fo/publication/Jim_Gettys,Jim,Gettys
http://www.gra.fo/publication/D__J__Rees,D. J.,Rees
http://www.gra.fo/publication/Ken_J__McDonell,Ken J.,McDonell
http://www.gra.fo/publication/Harry_E__Pople,Harry E.,Pople
http://www.gra.fo/publication/Simon_Mok,Simon,Mok
http://www.gra.fo/publication/Fernando_Vélez,Fernando,Vélez
http://www.gra.fo/publication/F__Frances_Yao,F. Frances,Yao
http://www.gra.fo/publication/Hiroshi_Fujimoto,Hiroshi,Fujimoto
http://www.gra.fo/publication/Sandra_Heiler,Sandra,Heiler
http://www.gra.fo/publication/Phil_Hontalas,Phil,Hontalas
http://www.gra.fo/publication/Walton_A__Perkins,Walton A.,Perkins
http://www.gra.fo/publication/Faruk_Polat,Faruk,Polat
http://www.gra.fo/publication/Hiromu_Hayashi,Hiromu,Hayashi
http://www.gra.fo/publication/Stephen_J__Westfold,Stephen J.,Westfold
http://www.gra.fo/publication/Takao_Miura,Takao,Miura
http://www.gra.fo/publication/R__Gagliardi,R.,Gagliardi
http://www.gra.fo/publication/David_J__Lilja,David J.,Lilja
http://www.gra.fo/publication/Hans_Hellmut_Nagel,Hans-Hellmut,Nagel
http://www.gra.fo/publication/Stephen_Pollock,Stephen,Pollock
http://www.gra.fo/publication/Stan_J__Thomas,Stan J.,Thomas
http://www.gra.fo/publication/Wang_Chien_Lee,Wang-Chien,Lee
http://www.gra.fo/publication/Derek_Frankforth,Derek,Frankforth
http://www.gra.fo/publication/Kenneth_Utting,Kenneth,Utting
http://www.gra.fo/publication/Qui_Hoon_Choo,Qui Hoon,Choo
http://www.gra.fo/publication/David_S__Wise,David S.,Wise
http://www.gra.fo/publication/Baldeo_K__Taneja,Baldeo K.,Taneja
http://www.gra.fo/publication/Karen_C__Davis,Karen C.,Davis
http://www.gra.fo/publication/James_M__Purtilo,James M.,Purtilo
http://www.gra.fo/publication/T__Ishizaka,T.,Ishizaka
http://www.gra.fo/publication/Clarence_A__Ellis,Clarence A.,Ellis
http://www.gra.fo/publication/Dae_Ho_Baek,Dae-Ho,Baek
http://www.gra.fo/publication/C__Zuffada,C.,Zuffada
http://www.gra.fo/publication/Robert_F__Simmons,Robert F.,Simmons
http://www.gra.fo/publication/Thomas_G__Aguierre_Smith,Thomas G. Aguierre,Smith
http://www.gra.fo/publication/Kazuyuki_Tsuda,Kazuyuki,Tsuda
http://www.gra.fo/publication/Jonathan_Sandberg,Jonathan,Sandberg
http://www.gra.fo/publication/Jerre_D__Noe,Jerre D.,Noe
http://www.gra.fo/publication/Sergei_D__Kuznetsov,Sergei D.,Kuznetsov
http://www.gra.fo/publication/Randall_Steeb,Randall,Steeb
http://www.gra.fo/publication/Avi_Yaeli,Avi,Yaeli
http://www.gra.fo/publication/Liehuey_Lee,Liehuey,Lee
http://www.gra.fo/publication/Thomas_Lukasiewicz,Thomas,Lukasiewicz
http://www.gra.fo/publication/Glenn_Andreas,Glenn,Andreas
http://www.gra.fo/publication/Heather_M__Godsey,Heather M.,Godsey
http://www.gra.fo/publication/Masayoshi_Tezuka,Masayoshi,Tezuka
http://www.gra.fo/publication/Eddie_C__Shek,Eddie C.,Shek
http://www.gra.fo/publication/John_R__Anderson,John R.,Anderson
http://www.gra.fo/publication/Xian_Ye,Xian,Ye
http://www.gra.fo/publication/Michael_Dobrovnik,Michael,Dobrovnik
http://www.gra.fo/publication/Huaqing_Wang,Huaqing,Wang
http://www.gra.fo/publication/Szabolcs_Mikulás,Szabolcs,Mikulás
http://www.gra.fo/publication/Miroslav_Benesovský,Miroslav,Benesovský
http://www.gra.fo/publication/Kousha_Etessami,Kousha,Etessami
http://www.gra.fo/publication/Ashok_K__Chandra,Ashok K.,Chandra
http://www.gra.fo/publication/Eunice_E__Santos,Eunice E.,Santos
http://www.gra.fo/publication/Lingyuan_Ge,Lingyuan,Ge
http://www.gra.fo/publication/Julian_Mariño,Julian,Mariño
http://www.gra.fo/publication/David_Yach,David,Yach
http://www.gra.fo/publication/S__B__Lee,S. B.,Lee
http://www.gra.fo/publication/David_W__Payton,David W.,Payton
http://www.gra.fo/publication/Tadashi_Hoshiai,Tadashi,Hoshiai
http://www.gra.fo/publication/Tony_C__T__Kuo,Tony C. T.,Kuo
http://www.gra.fo/publication/Kin_pong_Chan,Kin-pong,Chan
http://www.gra.fo/publication/Barry_G__T__Lowden,Barry G. T.,Lowden
http://www.gra.fo/publication/Petr_Kolencik,Petr,Kolencik
http://www.gra.fo/publication/Prabuddha_De,Prabuddha,De
http://www.gra.fo/publication/P__G__Reddy,P. G.,Reddy
http://www.gra.fo/publication/Jaime_Castillo,Jaime,Castillo
http://www.gra.fo/publication/C__Robert_Zarnke,C. Robert,Zarnke
http://www.gra.fo/publication/David_Chamberlin,David,Chamberlin
http://www.gra.fo/publication/Christophe_Rigotti,Christophe,Rigotti
http://www.gra.fo/publication/Kai_Korpimies,Kai,Korpimies
http://www.gra.fo/publication/Tetsuya_Furukawa,Tetsuya,Furukawa
http://www.gra.fo/publication/David_P__Dobkin,David P.,Dobkin
http://www.gra.fo/publication/Toby_J__Teorey,Toby J.,Teorey
http://www.gra.fo/publication/Nam_Huyn,Nam,Huyn
http://www.gra.fo/publication/Joseph_N__Wilson,Joseph N.,Wilson
http://www.gra.fo/publication/Jürgen_Wäsch,Jürgen,Wäsch
http://www.gra.fo/publication/Marc_Luria,Marc,Luria
http://www.gra.fo/publication/J__Ross_Quinlan,J. Ross,Quinlan
http://www.gra.fo/publication/Robert_F__Stucke,Robert F.,Stucke
http://www.gra.fo/publication/Willi_Klösgen,Willi,Klösgen
http://www.gra.fo/publication/D__M__Chiu,D. M.,Chiu
http://www.gra.fo/publication/Claude_Frasson,Claude,Frasson
http://www.gra.fo/publication/Y__Mohri,Y.,Mohri
http://www.gra.fo/publication/Carlos_A__Heuser,Carlos A.,Heuser
http://www.gra.fo/publication/Joseph_Dvorak,Joseph,Dvorak
http://www.gra.fo/publication/Françoise_Bellegarde,Françoise,Bellegarde
http://www.gra.fo/publication/William_J__Tolone,William J.,Tolone
http://www.gra.fo/publication/Johann_Eder,Johann,Eder
http://www.gra.fo/publication/A__Birnie,A.,Birnie
http://www.gra.fo/publication/Craig_Lee,Craig,Lee
http://www.gra.fo/publication/C__M__McCulloch,C. M.,McCulloch
http://www.gra.fo/publication/Lee_G__Cooper,Lee G.,Cooper
http://www.gra.fo/publication/Mark_A__Friedman,Mark A.,Friedman
http://www.gra.fo/publication/Tim_S__Leask,Tim S.,Leask
http://www.gra.fo/publication/V__Watson,V.,Watson
http://www.gra.fo/publication/Laszlo_A__Belady,Laszlo A.,Belady
http://www.gra.fo/publication/Donald_F__Towsley,Donald F.,Towsley
http://www.gra.fo/publication/P__Petry,P.,Petry
http://www.gra.fo/publication/Daryl_Porter,Daryl,Porter
http://www.gra.fo/publication/L__A__Gusev,L. A.,Gusev
http://www.gra.fo/publication/James_J__Horning,James J.,Horning
http://www.gra.fo/publication/Sashi_Parthasarathy,Sashi,Parthasarathy
http://www.gra.fo/publication/Mitchell_P__Marcus,Mitchell P.,Marcus
http://www.gra.fo/publication/Sergey_Zykov,Sergey,Zykov
http://www.gra.fo/publication/Nagui_Halim,Nagui,Halim
http://www.gra.fo/publication/Bernd_Neumann,Bernd,Neumann
http://www.gra.fo/publication/Yiannis_Yeorgaroudakis,Yiannis,Yeorgaroudakis
http://www.gra.fo/publication/Richard_H__Wolniewicz,Richard H.,Wolniewicz
http://www.gra.fo/publication/Raymond_T__Yeh,Raymond T.,Yeh
http://www.gra.fo/publication/Guttorm_Sindre,Guttorm,Sindre
http://www.gra.fo/publication/Dae_Young_Huh,Dae Young,Huh
http://www.gra.fo/publication/Weifeng_Shi,Weifeng,Shi
http://www.gra.fo/publication/Katsumi_Kanasaki,Katsumi,Kanasaki
http://www.gra.fo/publication/Wolfgang_Lehner,Wolfgang,Lehner
http://www.gra.fo/publication/Eric_Amiel,Eric,Amiel
http://www.gra.fo/publication/V__S__Moore,V. S.,Moore
http://www.gra.fo/publication/M__Sh__Tsalenko,M. Sh.,Tsalenko
http://www.gra.fo/publication/Nathan_S__Netanyahu,Nathan S.,Netanyahu
http://www.gra.fo/publication/Anil_Nigam,Anil,Nigam
http://www.gra.fo/publication/David_A__Wolfram,David A.,Wolfram
http://www.gra.fo/publication/Pedro_Meseguer,Pedro,Meseguer
http://www.gra.fo/publication/Jon_Fairbairn,Jon,Fairbairn
http://www.gra.fo/publication/Jonathan_Stone,Jonathan,Stone
http://www.gra.fo/publication/Douglas_E__Appelt,Douglas E.,Appelt
http://www.gra.fo/publication/Michael_Doherty,Michael,Doherty
http://www.gra.fo/publication/Phillip_Lougher,Phillip,Lougher
http://www.gra.fo/publication/Keith_Golden,Keith,Golden
http://www.gra.fo/publication/Patrick_Casadessus,Patrick,Casadessus
http://www.gra.fo/publication/Gerhard_Steinke,Gerhard,Steinke
http://www.gra.fo/publication/Chutimet_Srinilta,Chutimet,Srinilta
http://www.gra.fo/publication/Shunichiro_Nakamura,Shunichiro,Nakamura
http://www.gra.fo/publication/Lester_Yee,Lester,Yee
http://www.gra.fo/publication/Alan_Downing,Alan,Downing
http://www.gra.fo/publication/Brian_Foote,Brian,Foote
http://www.gra.fo/publication/Marianne_Winslett,Marianne,Winslett
http://www.gra.fo/publication/S__Lakshmivarahan,S.,Lakshmivarahan
http://www.gra.fo/publication/Onn_Shehory,Onn,Shehory
http://www.gra.fo/publication/Charles_Kellogg,Charles,Kellogg
http://www.gra.fo/publication/Peter_R__Ritson,Peter R.,Ritson
http://www.gra.fo/publication/Steven_J__Phillips,Steven J.,Phillips
http://www.gra.fo/publication/Roberto_Zicari,Roberto,Zicari
http://www.gra.fo/publication/Alexei_Lisitsa,Alexei,Lisitsa
http://www.gra.fo/publication/J__Leon_Zhao,J. Leon,Zhao
http://www.gra.fo/publication/Bethany_S__Robinson,Bethany S.,Robinson
http://www.gra.fo/publication/R__K__Arora,R. K.,Arora
http://www.gra.fo/publication/Suguru_Kawakami,Suguru,Kawakami
http://www.gra.fo/publication/A__G__Shved,A. G.,Shved
http://www.gra.fo/publication/Jessica_Qu,Jessica,Qu
http://www.gra.fo/publication/W__Woody_Jin,W. Woody,Jin
http://www.gra.fo/publication/Ian_A__Macleod,Ian A.,Macleod
http://www.gra.fo/publication/Charly_Kleissner,Charly,Kleissner
http://www.gra.fo/publication/S__Suthasinekul,S.,Suthasinekul
http://www.gra.fo/publication/Edward_A__Fox,Edward A.,Fox
http://www.gra.fo/publication/Ian_W__Flockhart,Ian W.,Flockhart
http://www.gra.fo/publication/Tali_Roth,Tali,Roth
http://www.gra.fo/publication/M__J__Elphick,M. J.,Elphick
http://www.gra.fo/publication/Joshua_J__Bloch,Joshua J.,Bloch
http://www.gra.fo/publication/R__Ananthanarayanan,R.,Ananthanarayanan
http://www.gra.fo/publication/Kevin_Mackey,Kevin,Mackey
http://www.gra.fo/publication/Koen_Hendrikx,Koen,Hendrikx
http://www.gra.fo/publication/Miguel_Barceló,Miguel,Barceló
http://www.gra.fo/publication/Syed_Waheed,Syed,Waheed
http://www.gra.fo/publication/H__Jerome_Keisler,H. Jerome,Keisler
http://www.gra.fo/publication/V__Singh,V.,Singh
http://www.gra.fo/publication/A__Bruffaerts,A.,Bruffaerts
http://www.gra.fo/publication/Camilo_Riaño,Camilo,Riaño
http://www.gra.fo/publication/Sylvie_Calabretto,Sylvie,Calabretto
http://www.gra.fo/publication/Wolfgang_Effelsberg,Wolfgang,Effelsberg
http://www.gra.fo/publication/P__Esslemont,P.,Esslemont
http://www.gra.fo/publication/Tao_Yang_____,Tao Yang,0009
http://www.gra.fo/publication/Catherine_Soh,Catherine,Soh
http://www.gra.fo/publication/Lindsey_L__Spratt,Lindsey L.,Spratt
http://www.gra.fo/publication/Jean_Pierre_Le_Pape,Jean-Pierre Le,Pape
http://www.gra.fo/publication/James_W__Havender,James W.,Havender
http://www.gra.fo/publication/Sudha_Ram,Sudha,Ram
http://www.gra.fo/publication/P__Rossi,P.,Rossi
http://www.gra.fo/publication/Chris_J__Hinde,Chris J.,Hinde
http://www.gra.fo/publication/Antonio_Turtur,Antonio,Turtur
http://www.gra.fo/publication/Budi_Yuwono,Budi,Yuwono
http://www.gra.fo/publication/John_Shawe_Taylor,John,Shawe-Taylor
http://www.gra.fo/publication/Werner_Retschitzegger,Werner,Retschitzegger
http://www.gra.fo/publication/Takenori_Makino,Takenori,Makino
http://www.gra.fo/publication/Klaus_Drosten,Klaus,Drosten
http://www.gra.fo/publication/Neil_Immerman,Neil,Immerman
http://www.gra.fo/publication/Mamoru_Hoshi,Mamoru,Hoshi
http://www.gra.fo/publication/Scott_McCallum,Scott,McCallum
http://www.gra.fo/publication/J__Longstaff,J.,Longstaff
http://www.gra.fo/publication/Jeannette_M__Wing,Jeannette M.,Wing
http://www.gra.fo/publication/Udo_Hahn,Udo,Hahn
http://www.gra.fo/publication/Pui_Ng,Pui,Ng
http://www.gra.fo/publication/Richard_Quatrain,Richard,Quatrain
http://www.gra.fo/publication/E__Vittori,E.,Vittori
http://www.gra.fo/publication/Tarun_Arora,Tarun,Arora
http://www.gra.fo/publication/Tong_Zhou,Tong,Zhou
http://www.gra.fo/publication/Joëlle_Madec,Joëlle,Madec
http://www.gra.fo/publication/Witold_Litwin,Witold,Litwin
http://www.gra.fo/publication/Michael_Averbuch,Michael,Averbuch
http://www.gra.fo/publication/Chang_Li,Chang,Li
http://www.gra.fo/publication/Per_Hammarlund,Per,Hammarlund
http://www.gra.fo/publication/Anne_N__De_Roeck,Anne N. De,Roeck
http://www.gra.fo/publication/Cornelis_Huizing,Cornelis,Huizing
http://www.gra.fo/publication/Yolanda_Villate,Yolanda,Villate
http://www.gra.fo/publication/Rodney_A__Brooks,Rodney A.,Brooks
http://www.gra.fo/publication/Ibrahim_Cingil,Ibrahim,Cingil
http://www.gra.fo/publication/Scott_F__Smith_____,Scott F. Smith,0001
http://www.gra.fo/publication/Bernd_Jürgen_Falkowski,Bernd-Jürgen,Falkowski
http://www.gra.fo/publication/P__Leibold,P.,Leibold
http://www.gra.fo/publication/C__Sekar_Chandersekaran,C. Sekar,Chandersekaran
http://www.gra.fo/publication/M__Cecelia_Buchanan,M. Cecelia,Buchanan
http://www.gra.fo/publication/Michael_C__McCord,Michael C.,McCord
http://www.gra.fo/publication/S__Musukula,S.,Musukula
http://www.gra.fo/publication/Christof_Mainberger,Christof,Mainberger
http://www.gra.fo/publication/Francesco_Antonacci,Francesco,Antonacci
http://www.gra.fo/publication/Gregory_Butler,Gregory,Butler
http://www.gra.fo/publication/Haider_Hamza,Haider,Hamza
http://www.gra.fo/publication/Joe_W__Duran,Joe W.,Duran
http://www.gra.fo/publication/Yasuhiko_Morimoto,Yasuhiko,Morimoto
http://www.gra.fo/publication/J__Vandenbroeck,J.,Vandenbroeck
http://www.gra.fo/publication/Gerard_Salton,Gerard,Salton
http://www.gra.fo/publication/Larry_McGowan,Larry,McGowan
http://www.gra.fo/publication/C__A__R__Hoare,C. A. R.,Hoare
http://www.gra.fo/publication/Wei_Wang_____,Wei Wang,0010
http://www.gra.fo/publication/Wei_Wang_____,Wei Wang,0009
http://www.gra.fo/publication/Nell_B__Dale,Nell B.,Dale
http://www.gra.fo/publication/J__D__Day,J. D.,Day
http://www.gra.fo/publication/W__Kraus,W.,Kraus
http://www.gra.fo/publication/Manuk_G__Manukyan,Manuk G.,Manukyan
http://www.gra.fo/publication/W__Wesley_Peterson,W. Wesley,Peterson
http://www.gra.fo/publication/Murray_Shanahan,Murray,Shanahan
http://www.gra.fo/publication/Mirsad_Hadzikadic,Mirsad,Hadzikadic
http://www.gra.fo/publication/Yung_Feng_Kao,Yung-Feng,Kao
http://www.gra.fo/publication/Michael_Evangelist,Michael,Evangelist
http://www.gra.fo/publication/Michael_Kaminski,Michael,Kaminski
http://www.gra.fo/publication/Vincent_Giard,Vincent,Giard
http://www.gra.fo/publication/Patrick_R__Brown,Patrick R.,Brown
http://www.gra.fo/publication/Kevin_J__Macleod,Kevin J.,Macleod
http://www.gra.fo/publication/Lam_for_Kwok,Lam-for,Kwok
http://www.gra.fo/publication/D__H__Schelleng,D. H.,Schelleng
http://www.gra.fo/publication/Rolf_Dippold,Rolf,Dippold
http://www.gra.fo/publication/Moritoshi_Aso,Moritoshi,Aso
http://www.gra.fo/publication/Carl_Singer,Carl,Singer
http://www.gra.fo/publication/Ian_Thomas,Ian,Thomas
http://www.gra.fo/publication/Robert_A__Wagner,Robert A.,Wagner
http://www.gra.fo/publication/Helmut_Kaufmann,Helmut,Kaufmann
http://www.gra.fo/publication/Alison_L__Kidd,Alison L.,Kidd
http://www.gra.fo/publication/Kai_Hau_Yeung,Kai-Hau,Yeung
http://www.gra.fo/publication/Allen_Otis,Allen,Otis
http://www.gra.fo/publication/Ronald_G__Ross,Ronald G.,Ross
http://www.gra.fo/publication/Lucy_A__Suchman,Lucy A.,Suchman
http://www.gra.fo/publication/Raymund_Y__M__Teo,Raymund Y. M.,Teo
